System;Route;Banner;City;Root
gbna1;A1027;;;eng.a1027
gbna1;A1028;;;eng.a1028
gbna1;A1029;;;eng.a1029
gbna1;A1031;;;eng.a1031
gbna1;A1032;;;eng.a1032
gbna1;A1033;;;eng.a1033
gbna1;A1034;;;eng.a1034
gbna1;A1035;;;eng.a1035
gbna1;A1036;;(Main);eng.a1036
gbna1;A1036;;York;eng.a1036yor
gbna1;A1037;;;eng.a1037
gbna1;A1038;;;eng.a1038
gbna1;A1039;;;eng.a1039
gbna1;A1041;;;eng.a1041
gbna1;A1042;;Norwich;eng.a1042
gbna1;A1042;;Redcar;eng.a1042red
gbna1;A1043;;;eng.a1043
gbna1;A1044;;;eng.a1044
gbna1;A1046;;;eng.a1046
gbna1;A1048;;;eng.a1048
gbna1;A1049;;;eng.a1049
gbna1;A1052;;;eng.a1052
gbna1;A1053;;;eng.a1053
gbna1;A1054;;;eng.a1054
gbna1;A1055;;;eng.a1055
gbna1;A1056;;Norwich;eng.a1056nor
gbna1;A1056;;Killingworth;eng.a1056
gbna1;A1057;;;eng.a1057
gbna1;A1058;;;eng.a1058
gbna1;A1060;;;eng.a1060
gbna1;A1061;;;eng.a1061
gbna1;A1062;;;eng.a1062
gbna1;A1064;;;eng.a1064
gbna1;A1065;;;eng.a1065
gbna1;A1066;;;eng.a1066
gbna1;A1067;;;eng.a1067
gbna1;A1068;;;eng.a1068
gbna1;A1069;;;eng.a1069
gbna1;A1070;;;eng.a1070
gbna1;A1071;;;eng.a1071
gbna1;A1072;;;eng.a1072
gbna1;A1074;;;eng.a1074
gbna1;A1075;;;eng.a1075
gbna1;A1076;;;eng.a1076
gbna1;A1077;;;eng.a1077
gbna1;A1078;;;eng.a1078
gbna1;A1079;;;eng.a1079
gbna1;A1080;;;eng.a1080
gbna1;A1081;;;eng.a1081
gbna1;A1082;;;eng.a1082
gbna1;A1083;;;eng.a1083
gbna1;A1084;;;eng.a1084
gbna1;A1085;;;eng.a1085
gbna1;A1086;;;eng.a1086
gbna1;A1087;;;sct.a1087
gbna1;A1088;;;eng.a1088
gbna1;A1089;;;eng.a1089
gbna1;A1090;;;eng.a1090
gbna1;A1092;;;eng.a1092
gbna1;A1094;;;eng.a1094
gbna1;A1095;;;eng.a1095
gbna1;A1096;;;eng.a1096
gbna1;A1098;;;eng.a1098
gbna1;A1099;;;eng.a1099
gbna1;A1101;;;eng.a1101
gbna1;A1103;;;eng.a1103
gbna1;A1104;;;eng.a1104
gbna1;A1105;;;eng.a1105
gbna1;A1107;;;sct.a1107
gbna1;A1108;;;eng.a1108
gbna1;A1110;;;eng.a1110
gbna1;A1111;;;eng.a1111
gbna1;A1112;;;eng.a1112
gbna1;A1114;;Chelmsford;eng.a1114che
gbna1;A1114;;Metro Centre;eng.a1114
gbna1;A1117;;;eng.a1117
gbna1;A1120;;;eng.a1120
gbna1;A1121;;;eng.a1121
gbna1;A1122;;;eng.a1122
gbna1;A1123;;;eng.a1123
gbna1;A1124;;;eng.a1124
gbna1;A1129;;;eng.a1129
gbna1;A1130;;(Main);eng.a1130
gbna1;A1130;;Acklam;eng.a1130ack
gbna1;A1133;;;eng.a1133
gbna1;A1134;;;eng.a1134
gbna1;A1136;;;eng.a1136
gbna1;A1137;;;eng.a1137
gbna1;A1138;;;eng.a1138
gbna1;A1139;;Orton;eng.a1139ort
gbna1;A1139;;(Main);eng.a1139
gbna1;A1140;;;sct.a1140
gbna1;A1141;;;eng.a1141
gbna1;A1144;;;eng.a1144
gbna1;A1145;;;eng.a1145
gbna1;A1146;;;eng.a1146
gbna1;A1147;;;eng.a1147
gbna1;A1148;;;eng.a1148
gbna1;A1149;;;eng.a1149
gbna1;A1150;;;eng.a1150
gbna1;A1151;;;eng.a1151
gbna1;A1152;;;eng.a1152
gbna1;A1153;;;eng.a1153
gbna1;A1155;;;eng.a1155
gbna1;A1156;;;eng.a1156
gbna1;A1158;;;eng.a1158
gbna1;A1159;;;eng.a1159
gbna1;A1160;;;eng.a1160
gbna1;A1165;;;eng.a1165
gbna1;A1166;;;eng.a1166
gbna1;A1167;;;eng.a1167
gbna1;A1168;;;eng.a1168
gbna1;A1169;;;eng.a1169
gbna1;A1170;;;eng.a1170
gbna1;A1171;;;eng.a1171
gbna1;A1172;;;eng.a1172
gbna1;A1173;;Stallingborough;eng.a1173
gbna1;A1173;;Immingham;eng.a1173imm
gbna1;A1174;;;eng.a1174
gbna1;A1175;;;eng.a1175
gbna1;A1179;;;eng.a1179
gbna1;A1184;;;eng.a1184
gbna1;A1185;;;eng.a1185
gbna1;A1189;;;eng.a1189
gbna1;A1198;;;eng.a1198
gbna1;A1199;;Canonbury;eng.a1199can
gbna1;A1199;;Woodford;eng.a1199
gbna1;A1200;;;eng.a1200
gbna1;A1201;;;eng.a1201
gbna1;A1202;;;eng.a1202
gbna1;A1203;;;eng.a1203
gbna1;A1204;;;eng.a1204
gbna1;A1205;;;eng.a1205
gbna1;A1206;;;eng.a1206
gbna1;A1207;;;eng.a1207
gbna1;A1208;;;eng.a1208
gbna1;A1209;;;eng.a1209
gbna1;A1211;;;eng.a1211
gbna1;A1214;;;eng.a1214
gbna1;A1231;;;eng.a1231
gbna1;A1232;;;eng.a1232
gbna1;A1235;;;eng.a1235
gbna1;A1237;;;eng.a1237
gbna1;A1238;;;eng.a1238
gbna1;A1240;;;eng.a1240
gbna1;A1242;;;eng.a1242
gbna1;A1243;;Great Yarmouth;eng.a1243
gbna1;A1243;;Grimsby;eng.a1243gri
gbna1;A1245;;;eng.a1245
gbna1;A1246;;;eng.a1246
gbna1;A1250;;;eng.a1250
gbna1;A1251;;;eng.a1251
gbna1;A1260;;;eng.a1260
gbna1;A1261;;;eng.a1261
gbna1;A1290;;;eng.a1290
gbna1;A1300;;;eng.a1300
gbna1;A1301;;;eng.a1301
gbna1;A1302;;;eng.a1302
gbna1;A1303;;;eng.a1303
gbna1;A1304;;;eng.a1304
gbna1;A1305;;;eng.a1305
gbna1;A1306;;;eng.a1306
gbna1;A1307;;;eng.a1307
gbna1;A1308;;;eng.a1308
gbna1;A1309;;;eng.a1309
gbna1;A1311;;;eng.a1311
gbna1;A1321;;;eng.a1321
gbna1;A1400;;;eng.a1400
gbna1;A1402;;;eng.a1402
gbna1;A1421;;;eng.a1421
gbna1;A1434;;;eng.a1434
gbna1;A1500;;;eng.a1500
