systemName;region;route;banner;abbreviation;city;fileNameRoot;altRouteNames
jpnhky;JPN;N329;Byp;Kin;Kinbu Bypass;jpn.n329bypkin;
jpnhky;JPN;N329;Byp;Yon;Yonabaru Bypass;jpn.n329bypyon;
jpnhky;JPN;N330;;;;jpn.n330;
jpnhky;JPN;N331;;;;jpn.n331;
jpnhky;JPN;N331;;Nak;Nakayama Old Road;jpn.n331nak;
jpnhky;JPN;N331;Byp;Fut;Futami Bypass;jpn.n331bypfut;
jpnhky;JPN;N331;Byp;Oro;Oroku Bypass;jpn.n331byporo;
jpnhky;JPN;N384;;;Fukuejima;jpn.n384;
jpnhky;JPN;N384;;Nak;Nakadorijima;jpn.n384nak;
jpnhky;JPN;N384;;Sas;Sasebo;jpn.n384sas;
jpnhky;JPN;N384;;Shi;Shinkamigoto Old Road;jpn.n384shi;
jpnhky;JPN;N390;;;Ishigaki;jpn.n390;
jpnhky;JPN;N390;;Miy;Miyakojima;jpn.n390miy;
jpnhky;JPN;N390;;Oki;Okinawa;jpn.n390oki;
jpnhky;JPN;N390;Byp;Ish;Ishigaki Bypass;jpn.n390bypish;
jpnhky;JPN;N447;;;;jpn.n447;
jpnhky;JPN;N449;;;;jpn.n449;
jpnhky;JPN;N449;;Awa;Awa Old Road;jpn.n449awa;
jpnhky;JPN;N449;Byp;Nag;Nago Bypass;jpn.n449bypnag;
jpnhky;JPN;N495;;;;jpn.n495;
jpnhky;JPN;N495;Byp;Tak;Takenami Bypass;jpn.n495byptak;
jpnhky;JPN;N499;;;;jpn.n499;
jpnhky;JPN;N499;;Aku;Akune;jpn.n499aku;
jpnhky;JPN;N505;;;;jpn.n505;
jpnhky;JPN;N505;;Gog;Goga Old Road;jpn.n505gog;
jpnhky;JPN;N506;;;Naha Airport Expressway (E58);jpn.n506;
jpnhky;JPN;N507;;;;jpn.n507;
jpnhky;JPN;N507;;Uem;Uema Spur;jpn.n507uem;
jpnhky;JPN;N507;Byp;Tsu;Tsukazan Bypass;jpn.n507byptsu;
