systemName;region;route;banner;abbrev;city;root
indnh;IND-DL;NH48;;;;inddl.nh048;
indnh;IND-CT;NH49;;;;indct.nh049;
indnh;IND-OR;NH49;;;;indor.nh049;
indnh;IND-WB;NH49;;;;indwb.nh049;
indnh;IND-KA;NH50;;;;indka.nh050;
indnh;IND-KA;NH50W;;kal;Kalaburagi;indka.nh050wkal;
indnh;IND-KA;NH50E;;kal;Kalaburagi;indka.nh050ekal;
indnh;IND-KA;NH50;;bid;Bidar;indka.nh050bid;
indnh;IND-MH;NH50;;;;indmh.nh050;
indnh;IND-KA;NH52;;;;indka.nh052;
indnh;IND-MH;NH52;;;;indmh.nh052;
indnh;IND-RJ;NH52;;;;indrh.nh052;
indnh;IND-HR;NH52;;;;indhr.nh052;
indnh;IND-MH;NH63;;;;indmh.nh063;
indnh;IND-KA;NH63;;;;indka.nh063;
indnh;IND-MH;NH63;;deg;Degloor;indmh.nh063deg;
indnh;IND-TG;NH63;;;;indtg.nh063;
indnh;IND-MH;NH63;;sir;Sironcha;indmh.nh063sir;
indnh;IND-CG;NH63;;;;indnh.nh063;
indnh;IND-OR;NH63;;;;indnh.nh063;
indnh;IND-MH;NH65;;;;indmh.nh065;
indnh;IND-KA;NH65;;;;indka.nh065;
indnh;IND-TG;NH65;;;;indtg.nh065;
indnh;IND-AP;NH65;;;;indap.nh065;
indnh;IND-TN;NH66;;;;indtn.nh066;
indnh;IND-KL;NH66;;;Kochi;indkl.nh066;
indnh;IND-PY;NH66;;;;indpy.nh066;
indnh;IND-KL;NH66;;kan;Kannur;indkl.nh066;
indnh;IND-KA;NH66;;;;indka.nh066;
indnh;IND-GA;NH66;;;;indga.nh066;fs
indnh;IND-MH;NH66;;;;indmh.nh066;
indnh;IND-KA;NH67;;;;indka.nh067;
indnh;IND-AP;NH67;;;;indap.nh067;
indnh;IND-KA;NH69;;;;indka.nh069;
indnh;IND-AP;NH69;;;;indap.nh069;
indnh;IND-KA;NH73;;;;indka.nh073;
indnh;IND-KA;NH75;;;;indka.nh075;
indnh;IND-AP;NH75;;;;indap.nh075;
indnh;IND-TN;NH75;;;;indtn.nh075;
indnh;IND-WB;NH110;;;;indwb.nh110;
indnh;IND-WB;NH112;;;;indwb.nh112;
indnh;IND-WB;NH114;;;;indwb.nh114;
indnh;IND-JH;NH114A;;;;indjh.nh114a;
indnh;IND-WB;NH114A;;;;indwb.nh114a;
indnh;IND-WB;NH116;;;;indwb.nh116;
indnh;IND-WB;NH116A;;;;indwb.nh116a;
indnh;IND-WB;NH116B;;;;indwb.nh116b;
indnh;IND-OR;NH116B;;;;indor.nh116b;
indnh;IND-RJ;NH123;;dha;Dhaulpur;indrj.nh123dha;
indnh;IND-UP;NH123;;;;indup.nh123;
indnh;IND-RJ;NH123;;rup;Rupbas;indrj.nh123rup;
indnh;IND-UP;NH123;;agr;Agra District;indup.nh123agr;
indnh;IND-RJ;NH123;;bha;Bharatpur;indrj.nh123bha;
indnh;IND-UP;NH124C;;;;indup.nh124c;
indnh;IND-BR;NH124C;;;;indbr.nh124c;
indnh;IND-UP;NH124D;;;;indup.nh124d;
indnh;IND-UP;NH128;;;;indup.nh128;
indnh;IND-UP;NH128A;;;;indup.nh128a;
indnh;IND-UP;NH128B;;;;indup.nh128b;
indnh;IND-UP;NH128C;;;;indup.nh128c;
indnh;IND-WB;NH131A;;;;indwb.nh131a;
indnh;IND-BR;NH131A;;;;indbr.nh131a;
indnh;IND-JH;NH133A;;;;indjh.nh133a;
indnh;IND-WB;NH133A;;;;indwb.nh133a;
indnh;IND-UP;NH135;;;;indup.nh135;
indnh;IND-MP;MH135;;;;indmp.nh135;
indnh;IND-UP;NH135A;;;;indup.nh135a;
indnh;IND-UP;NH135BB;;bar;Bargarh;indup.nh135bbbar;
indnh;IND-MP;NH135BB;;mag;Magdaur;indmp.nh135bbmag;
indnh;IND-UP;NH135BB;;chi;Chitrakoot District;indup.nh135bbchi;
indnh;IND-MP;NH135BB;;dab;Dabhaur;indmp.nh135bb;
indnh;IND-UP;NH135BG;;;;indup.nh135bg;
indnh;IND-UP;NH135C;;;;indup.nh135c;
indnh;IND-MP;NH135C;;;;indmp.nh135c;
indnh;IND-MH;NH150;;;;indmh.nh150;
indnh;IND-KA;NH150;;;;indka.nh150;
indnh;IND-TG;NH150;;;;indtg.nh150;
indnh;IND-KA;NH150A;;;Ballari;indka.nh150a;
indnh;IND-AP;NH150A;;;;indap.nh150a;
indnh;IND-KA;NH150A;;mys;Mysuru;indka.nh150amys;
indnh;IND-MH;NH160;;;;indmh.nh160;
indnh;IND-KA;NH160;;;;indka.nh160;
indnh;IND-MH;NH161A;;;;indmh.nh161a;
indnh;IND-KA;NH161A;;han;Hangaraga;indka.nh161ahan;
indnh;IND-MH;NH161A;;vaj;Vajhar;indmh.nh161avag;
indnh;IND-KA;NH161A;;;;indka.nh161a;
indnh;IND-MH;NH166E;;;;indmh.nh166e;
indnh;IND-KA;NH166E;;;;indka.nh166e;
indnh;IND-KA;NH167;;bal;Ballari;indka.nh167bal;
indnh;IND-AP;NH167;;chi;Chintakunta;indap.nh167chi;
indnh;IND-KA;NH167;;bom;Bommanahalu;indka.nh167bom;
indnh;IND-AP;NH167;;;;indap.nh167;
indnh;IND-KA;NH167;;;Raichur;indka.nh167;
indnh;IND-TG;NH167;;;;indtg.nh167;
indnh;IND-TG;NH167N;;;;indtg.nh167n;
indnh;IND-KA;NH167N;;;;indka.nh167n;
indnh;IND-KA;NH169;;;;indka.nh169;
indnh;IND-KA;NH169A;;;;indka.nh169a;
indnh;IND-KA;NH173;;;;indka.nh173;
indnh;IND-TN;NH181;;;;indtn.nh181;
indnh;IND-KA;NH181;;;;indka.nh181;
indnh;IND-WB;NH218;;;Puruliya;indwb.nh218;
indnh;IND-JH;NH218;;Cha;Chandakiyari (district);indjh.nh218cha;
indnh;IND-WB;NH218;;Pur;Puruliya (district);indwb.nh218pur;
indnh;IND-JH;NH218;;;Dhanbad;indjh.nh218;
indnh;IND-BR;NH219;;;;indbr.nh219;
indnh;IND-UP;NH219;;;;indup.nh219;
indnh;IND-UP;NH227A;;;;indup.nh227a;
indnh;IND-BR;NH227A;;;;indbr.nh227a;
indnh;IND-UP;NH230;;;;indup.nh230;
indnh;IND-UP;NH234;;;;indup.nh234;
indnh;IND-KA;NH275;;;;indka.nh275;
indnh;IND-KA;NH275k;;;;indka.nh275k;
indnh;IND-UT;NH307;;;;indut.nh307;
indnh;IND-UP;NH307;;;;indup.nh307;
indnh;IND-UT;NH307;;has;Hasnawala;indut.nh307has;
indnh;IND-UP;NH307;;ras;Rasulpar Kalan;indup.nh307ras;
indnh;IND-UT;NH307;;ala;Alawalpur;indut.nh307ala;
indnh;IND-UP;NH307;;chu;Chutmalpur;indup.nh307chu;
indnh;IND-WB;NH312;;;;indwb.nh312;
indnh;IND-WB;NH314;;;;indwb.nh314;
indnh;IND-WB;NH317;;;;indwb.nh317;
indnh;IND-WB;NH317A;;;;indwb.nh317a;
indnh;IND-UP;NH319D;;;;indup.nh319d;
indnh;IND-UP;NH321;;;;indup.nh321;
indnh;IND-UP;NH321G;;;;indup.nh321g;
indnh;IND-WB;NH327;;;;indwb.nh327;
indnh;IND-BR;NH327;;;;indbr.nh327;
indnh;IND-WB;NH327B;;;;indwb.nh327b;
indnh;IND-WB;NH327C;;;;indwb.nh327C;
indnh;IND-UP;NH328;;;;indup.nh328;
indnh;IND-UP;NH328A;;;;indup.nh328a;
indnh;IND-UP;NH330;;;;indup.nh330;
indnh;IND-UP;NH330A;;;;indup.nh330a;
indnh;IND-UP;NH330B;;;;indup.nh330b;
indnh;IND-UP;NH330D;;;;indup.nh330d;
indnh;IND-UP;NH334;;;;indup.nh334;
indnh;IND-UT;NH334;;;;indut.nh334;
indnh;IND-UP;NH334A;;;;indup.nh334a;
indnh;IND-UT;NH334A;;;;indut.nh334a;
indnh;IND-UP;NH334B;;;;indup.nh334b;
indnh;IND-HR;NH334B;;;;indhr.nh334b;
indnh;IND-UP;NH334C;;;;indup.nh334c;
indnh;IND-UP;NH334D;;;;indup.nh334d;
indnh;IND-HR;NH334D;;;;indup.nh334d;
indnh;IND-UP;NH334DD;;;;indup.nh334dd;
indnh;IND-UP;NH335;;;;indup.nh335;
indnh;IND-HR;NH344;;amb;Ambala;indhr.nh344amb;
indnh;IND-PB;NH344;;han;Handesra;indpb.nh344han;
indnh;IND-HR;NH344;;khe;Khera;indhr.nh344khe;
indnh;IND-PB;NH344;;sar;Saranpur;indpb.nh344sar;
indnh;IND-HR;NH344;;;;indhr.nh344;
indnh;IND-UP;NH344;;;;indup.nh344;
indnh;IND-UT;NH344;;;;indut.nh344;
indnh;IND-KA;NH367;;;;indka.nh367;
indnh;IND-KA;NH367A;;;;indka.nh367a;
indnh;IND-KA;NH369;;;;indka.nh369;
indnh;IND-KA;NH369E;;;Sagara;indka.nh369e;
indnh;IND-KA;NH369E;;lin;Linganamakki Resevoir;indka.nh369elin;
indnh;IND-KA;NH373;;;;indka.nh373;
indnh;IND-JH;NH419;;;;indjh.nh419;
indnh;IND-WB;NH419;;;;indwb.nh419;
indnh;IND-UP;NH509;;;;indup.nh509;
indnh;IND-WB;NH512;;;;indwb.nh512;
indnh;IND-WB;NH517;;;;indwb.nh517;
indnh;IND-UP;NH519;;;;indup.nh519;
indnh;IND-UP;NH530;;;;indup.nh530;
indnh;IND-UP;NH530B;;;;indup.nh530b;
indnh;IND-RJ;NH552;;;;indrj.nh552;
indnh;IND-MP;NH552;;;;indmp.nh552;
indnh;IND-AP;NH544DD;;;;indap.nh544dd;
indnh;IND-KA;NH544DD;;;;indka.nh544dd;
indnh;IND-AP;NH544E;;;;indap.nh544e;
indnh;IND-KA;NH544E;;tum;Tumakuru District;indka.nh544etum;
indnh;IND-AP;NH544E;;rol;Rolla;indap.nh544erol;
indnh;IND-KA;NH544E;;;;indka.nh544e;
indnh;IND-KA;NH548B;;;;indka.nh548b;
indnh;IND-MH;NH548B;;;;indmh.nh548b;
indnh;IND-MH;MH561A;;;;indmh.nh561a;
indnh;IND-KA;MH561A;;mad;Madasanala;indka.nh561amad;
indnh;IND-MH;MH561A;;tik;Tikondi;indmh.nh561atik;
indnh;IND-KA;MH561A;;;;indka.nh561a;
indnh;IND-KA;NH548H;;;;indka.nh548h;
indnh;IND-MH;NH548H;;;;indmh.nh548H;
indnh;IND-KA;NH648;;;;indka.nh648;
indnh;IND-TN;NH648;;;;indtn.nh648;
indnh;IND-UP;NH709A;;;;indup.nh709a;
indnh;IND-HR;NH709A;;;;indhr.nh709a;
indnh;IND-HR;NH709AD;;;;indhr.nh709ad;
indnh;IND-UP;NH709AD;;yam;Yamuna River;indup.nh709adyam;
indnh;IND-HR;NH709AD;;yam;Yamuna River;indhr.nh709adyam;
indnh;IND-UP;NH709AD;;;;indup.nh709ad;
indnh;IND-UP;NH709AD;;nag;Nagina;indup.nh709adnad;
indnh;IND-DL;NH709B;;;;inddl.nh709b;
indnh;IND-UP;NH709B;;joh;Johri Enclave;indup.nh709bjoh;
indnh;IND-DL;NH709B;;shi;Shiv Vihar;inddl.nh709bshi;
indnh;IND-UP;NH709B;;;;indup.nh709b
indnh;IND-WB;NH710;;;;indwb.nh710;
indnh;IND-SK;NH710;;;;indsk.nh710;
indnh;IND-WB;NH717;;;;indsk.nh717;
indnh;IND-WB;NH717A;;;;indwb.nh717a;
indnh;IND-SK;NH717A;;;;indwb.nh717a;
indnh;IND-UP;NH719;;;;indup.nh719;
indnh;IND-MP;NH719;;;;indmp.nh719;
indnh;IND-UP;NH727;;;;indup.nh727;
indnh;IND-BR;NH727;;;;indbr.nh727;
indnh;IND-UP;NH727A;;;;indup.nh727a;
indnh;IND-BR;NH727A;;;;indbr.nh727a;
indnh;IND-UP;NH727B;;tam;Tamkaji Raj;indup.nh727btam;
indnh;IND-BR;NH727B;;;;indbr.nh727b;
indnh;IND-UP;NH727B;;;;indup.nh727b;
indnh;IND-UP;NH727BB;;;;indup.nh727bb;
indnh;IND-UP;NH727G;;;;indup.nh727g;
indnh;IND-UP;NH727H;;;;indup.nh727h;
indnh;IND-UP;NH730;;;;indup.nh730;
indnh;IND-UP;NH730A;;;;indup.nh730a;
indnh;IND-UP;NH730B;;;;indup.nh730b;
indnh;IND-UP;NH730C;;Bis;Bisalpur;indup.nh730cbis;
indnh;IND-UP;NH730C;;;;indup.nh730c;
indnh;IND-UP;NH730H;;;;indup.nh730h;
indnh;IND-UP;NH730S;;;;indup.nh730s;
indnh;IND-UP;NH731;;;;indup.nh731;
indnh;IND-UP;NH731A;;pra;Pratapgarh;indup.nh731apra;
indnh;IND-UP;NH731A;;;;indup.nh731a;
indnh;IND-UP;NH731AG;;;;indup.nh731ag;
indnh;IND-UP;NH731K;;;;indup.nh731k;
indnh;IND-UT;NH731K;;udh;Udham Sign Nagar District;indut.nh731kudh;
indnh;IND-UP;NH731K;;maj;Majhola;indup.nh731kmaj;
indnh;IND-UT;NH731K;;;;indut.nh731k;
indnh;IND-KA;NH748;;;;indka.nh748;
indnh;IND-GA;NH748;;;;indga.nh748;
indnh;IND-KA;NH748AA;;;;indka.nh748aa;
indnh;IND-GA;NH748AA;;sur;Surla River;indga.nh748aasur;
indnh;IND-KA;NH748AA;;cho;Chorla;indka.nh748aacho;
indnh;IND-GA;NH748AA;;mws;Mhadei Wildlife Sanctuary;indga.nh748aamws;
indnh;IND-KA;NH748AA;;val;Valvanti River;indka.nh748aaval;
indnh;IND-GA;NH748AA;;ngd;North Goa District;indka.nh748aangd;
indnh;IND-MH;NH748AA;;mws;Mhadei Wildlife Sanctuary;indmh.nh748aamws;
indnh;IND-GA;NH748AA;;sat;Satari;indga.nh748aasat;
indnh;IND-MH;NH748AA;;val;Valvanti River;indmh.nh748aaval;
indnh;IND-GA;NH748AA;;;;indga.nh748aa;
indnh;IND-MH;NH752k;;;;indmh.nh752k;
indnh;IND-KA;NH752k;;;;indka.nh752k;
indnh;IND-KL;NH766;;;;indkl.nh766;
indnh;IND-KA;NH766;;;;indka.nh766;
indnh;IND-KA;NH766C;;;;indka.nh766c;
indnh;IND-KA;NH766E;;;;indka.nh766e;
indnh;IND-KA;NH766EE;;;;indka.nh766ee;
indnh;IND-UP;NH927;;;;indup.nh927;
indnh;IND-UP;NH931;;;;indup.nh931;
indnh;IND-UP;NH931A;;;;indup.nh931a;
indnh;IND-KA;NH948;;;;indka.nh948;
indnh;IND-TN;NH948;;;;indtn.nh948;
indnh;IND-KA;NH948A;;;;indka.nh948a;
