systemName;region;route;numWaypoints;midCoords;description;fileroot
boundaries;C;B0;37;(66.35,20.07);NOR/SWE;b.000
boundaries;C;B1;11;(67.30,23.24);SWE/FIN;b.001
boundaries;C;B2;24;(64.51,29.85);FIN/RUS;b.002
boundaries;C;B3;45;(39.97,-7.26);PRT/ESP;b.003
boundaries;C;B4;20;(42.73,0.80);ESP/FRA;b.004
boundaries;C;B5;7;(49.78,6.38);LUX/DEU;b.005
boundaries;C;B6;28;(51.84,6.49);DEU/NLD,BEL;b.006
boundaries;C;B7;21;(50.13,4.52);BEL/FRA,LUX;b.007
boundaries;C;B8;15;(51.17,5.02);BEL/NLD;b.008
boundaries;C;B9;53;(47.15,7.01);FRA/ITA,CHE,DEU,LUX;b.009
boundaries;C;B10;35;(46.78,9.03);CHE/ITA,AUT,LIE,DEU;b.010
boundaries;C;B11;65;(50.04,13.24);DEU/AUT,CZE,POL;b.011
boundaries;C;B12;38;(47.57,14.82);AUT/ITA,SVN,HUN,SVK,CZE;b.012
boundaries;C;B13;69;(50.99,20.29);POL/CZE,SVK,UKR,BLR,LTU,RUS;b.013
boundaries;C;B14;34;(47.01,26.71);ROU/UKR,MDA;b.014
boundaries;C;B15;35;(44.44,23.82);ROU/SRB,BGR;b.015
boundaries;C;B16;19;(41.29,20.30);ALB/MNE,KOS,MKD,GRC;b.016
boundaries;C;B17;31;(39.97,45.30);TUR,IRN/GEO,ARM,AZE;b.017
boundaries;C;B18;27;(36.74,38.84);TUR/SYR;b.018
boundaries;C;B19;13;(13.86,44.94);?part of YEM;b.019
boundaries;C;B20;75;(32.01,36.75);ISR,JOR,LEB/EGY,IRQ,SYR;b.020
boundaries;C;B21;40;(31.40,35.12);ISR/JOR,PSE,LBN;b.021
boundaries;C;B22;61;(32.67,60.29);IRN/TKM,AFG,PAK;b.022
boundaries;C;B23;37;(34.90,45.93);IRQ,TUR/IRN;b.023
boundaries;C;B24;33;(33.23,43.44);IRQ/SAU,JOR,SYR,TUR;b.024
boundaries;C;B25;26;(41.48,24.69);GRC/BGR,MKD;b.025
boundaries;C;B26;13;(41.54,26.73);BGR,GRC/TUR;b.026
boundaries;C;B27;38;(46.55,19.30);HUN/SVN,HRV,SRB,ROU,UKR;b.027
boundaries;C;B28;38;(48.63,18.87);SVK/CZE,AUT,HUN,UKR;b.028
boundaries;C;B29;29;(45.82,15.15);SVN/HRV;b.029
boundaries;C;B30;80;(34.87,68.58);AFG/PAK,CHN,TJK,UZB,TKM;b.030
boundaries;C;B31;52;(29.41,72.58);PAK/IND;b.031
boundaries;C;B32;56;(24.24,90.32);BGD/IND,MMR;b.032
boundaries;C;B33;21;(28.88,84.59);NPL/CHN;b.033
boundaries;C;B34;85;(20.15,98.96);MMR/THA,LAO,CHN;b.034
boundaries;C;B35;77;(16.61,102.98);THA/KHM,LAO;b.035
boundaries;C;B36;85;(47.31,128.18);CHN/RUS,PRK;b.036
boundaries;C;B37;129;(47.63,104.04);MNG/CHN,RUS;b.037
boundaries;C;B38;29;(2.36,113.86);BRN/IDN;b.038
boundaries;C;B39;51;(12.92,106.40);KHM/LAO,VNM;b.039
boundaries;C;B40;94;(20.20,105.04);VNM/LAO,CHN;b.040
boundaries;C;B41;137;(28.78,87.31);CHN,THA/PAK,IND;b.041
boundaries;C;B42;58;(54.87,9.21);DNK/DEU;b.042
boundaries;C;B43;33;(44.73,17.62);HRV/BIH,SRB;b.043
boundaries;C;B44;19;(42.19,21.50);SRB/MKD;b.044
boundaries;C;B45;38;(43.81,19.03);BIH/MNE,SRB;b.045
boundaries;C;B46;51;(56.39,25.49);LVA/BLR,RUS;b.046
boundaries;C;B47;38;(54.58,25.63);LTU/BLR;b.047
boundaries;C;B48;18;(54.97,22.08);LTU/RUS;b.048
boundaries;C;B49;39;(58.10,26.66);EST/RUS,LVA;b.049
boundaries;C;B50;131;(53.03,29.53);BLR/RUS,UKR;b.050
boundaries;C;B51;64;(49.63,37.31);UKR/RUS;b.051
boundaries;C;B52;103;(47.22,28.72);MDA/UKR;b.052
boundaries;C;B53;248;(50.99,63.76);KAZ/RUS;b.053
boundaries;C;B54;103;(39.87,46.84);subr of AZE;b.054
boundaries;C;B55;100;(41.80,73.31);KGZ/KAZ;b.055
boundaries;C;B56;72;(42.83,43.52);GEO/RUS;b.056
boundaries;C;B57;52;(42.74,64.45);UZB/KAZ;b.057
boundaries;C;B58;66;(40.90,59.57);UZB/TKM;b.058
boundaries;C;B59;113;(39.68,69.79);TJK/UZB,KGZ;b.059
boundaries;C;B60;71;(41.44,46.80);AZE/GEO,RUS;b.060
boundaries;C;B61;66;(39.41,45.66);AZE/ARM;b.061
boundaries;C;B62;19;(40.63,45.54);ARM/AZE;b.062
boundaries;C;B63;14;(41.05,45.02);ARM/AZE;b.063
boundaries;C;B64;10;(40.98,45.22);ARM/AZE;b.064
boundaries;C;B65;161;(40.38,45.53);ARM/GEO,AZE;b.065
boundaries;C;B66;16;(11.39,42.86);DJI/ERI,ETH,SOM;b.066
boundaries;C;B67;73;(2.87,42.03);SOM/KEN,ETH;b.067
boundaries;C;B68;43;(0.99,36.51);KEN/TZA,UGA,SDN,ETH,SOM;b.068
boundaries;C;B69;39;(10.90,35.32);SDN/ETH,ERI;b.069
boundaries;C;B70;85;(12.54,26.96);SDN/EGY,LBY,TCD,CAF,COD,UGA;b.070
boundaries;C;B71;84;(5.68,19.17);CAF/TCD,CMR,COG,COD;b.071
boundaries;C;B72;28;(13.47,15.01);TCD/NER,NGA,CMR;b.072
boundaries;C;B73;34;(8.39,11.85);NGA/CMR;b.073
boundaries;C;B74;35;(11.44,6.60);NGA/BEN,NER;b.074
boundaries;C;B75;21;(10.22,1.90);BEN/BFA,NER;b.075
boundaries;C;B76;119;(15.19,-5.77);MLI/DZA,NER,BFA,CIV,GIN,SEN,MRT;b.076
boundaries;C;B77;30;(31.00,-4.81);MAR/ESH,DZA;b.077
boundaries;C;B78;14;(24.06,-12.36);ESH/MAR,DZA;b.078
boundaries;C;B79;21;(8.85,-2.36);CIV,BFA/GHA,TGO;b.079
boundaries;C;B80;38;(7.78,-9.86);SLE,LBR/GIN,CIV;b.080
boundaries;C;B81;19;(8.80,0.45);GHA/TGO;b.081
boundaries;C;B82;10;(2.23,11.62);CMR/GNQ,GAB;b.082
boundaries;C;B83;7;(1.24,10.48);GNQ/GAB;b.083
boundaries;C;B84;48;(-0.19,13.75);CMR,GAB/COG;b.084
boundaries;C;B85;86;(-6.83,28.59);COD/ZMB,TZA,BDI,RWA,UGA;b.085
boundaries;C;B86;44;(-1.76,16.01);COG,CFA/COD;b.086
boundaries;C;B87;59;(-18.98,29.73);ZWE/BWA,ZMB,MOZ,ZAF;b.087
boundaries;C;B88;78;(-11.34,19.08);AGO/NAM,ZMB,COD;b.088
boundaries;C;B89;49;(-13.83,35.17);MOZ/ZMB,MWI,TZA;b.089
boundaries;C;B90;22;(-18.96,22.87);NAM/BWA,ZMB,AGO;b.090
boundaries;C;B91;59;(-25.66,24.32);ZAF/NAM,BWA,ZWE,MOZ;b.091
boundaries;C;B92;20;(-9.54,33.07);TZA/ZMB,MOZ;b.092
boundaries;C;B93;26;(-1.66,30.31);RWA,UGA/KEN,BDI;b.093
boundaries;C;B94;13;(-3.44,30.01);BDI/RWA,TZA;b.094
boundaries;C;B95;13;(13.45,-15.03);GMB/SEN;b.095
boundaries;C;B96;18;(-29.56,28.11);LSO/ZFA;b.096
boundaries;C;B97;66;(12.30,-13.80);GIN/GNB;b.097
boundaries;C;B98;22;(59.08,-134.90);CAN/USA-AK;b.098
boundaries;C;B99;16;(17.15,-88.84);BLZ/MEX,GTM;b.099
boundaries;C;B100;33;(16.57,-90.97);GTM/MEX;b.100
boundaries;C;B101;14;(13.99,-89.07);SLV/GTM,HND;b.101
boundaries;C;B102;34;(14.15,-85.41);HND/NIC;b.102
boundaries;C;B103;12;(14.82,-89.14);GTM/HND;b.103
boundaries;C;B104;35;(11.44,6.60);NGA/NER,BEN;b.104
boundaries;C;B105;14;(8.92,-82.85);CRI/PAN;b.105
boundaries;C;B106;9;(9.05,-79.88);PAN/canal;b.106
boundaries;C;B107;7;(9.17,-79.59);canal/PAN;b.107
boundaries;C;B108;42;(-2.08,-77.84);ECU/COL,PER;b.108
boundaries;C;B109;82;(-7.98,-71.28);PER/COL,BRA,BOL;b.109
boundaries;C;B110;64;(4.14,-69.58);COL/VEN,BRA;b.110
boundaries;C;B111;44;(4.34,-62.81);VEN/BRA,GUY;b.111
boundaries;C;B112;41;(3.24,-58.61);GUY/BRA,GUF;b.112
boundaries;C;B113;108;(-37.04,-70.62);CHL/ARG,BOL;b.113
boundaries;C;B114;62;(-24.25,-57.38);PRY/BRA,ARG;b.114
boundaries;C;B115;7;(18.86,-71.77);HTI/DOM;b.115
boundaries;C;B116;57;(-13.51,-63.10);BOL/BRA,PRY;b.116
boundaries;C;B117;19;(-22.01,-64.28);BOL/PRY,ARG;b.117
boundaries;C;B118;11;(54.48,-7.31);IRL/GBR;b.118
boundaries;C;B119;7;(45.99,13.65);ITA/SVN;b.119
boundaries;C;B120;13;(42.83,22.67);SRB/BGR;b.120
boundaries;C;B121;5;(-8.15,141.01);IDN/PNG;b.121
boundaries;C;B122;3;(-6.64,140.96);IDN/PNG;b.122
boundaries;C;B123;7;(-4.60,141.01);IDN/PNG;b.123
boundaries;C;B124;4;(4.69,115.16);MYS/BRN;b.124
boundaries;C;B125;6;(4.53,114.69);MYS/BRN;b.125
boundaries;C;B126;5;(38.30,127.62);PRK/KOR;b.126
boundaries;C;B127;43;(43.97,80.52);CHN/KAZ,KGZ,TJK;b.127
boundaries;C;B128;7;(38.18,74.50);CHN/TJK;b.128
boundaries;C;B129;7;(34.32,78.60);CHN/IND;b.129
boundaries;C;B130;13;(21.80,101.68);CHN/LAO;b.130
boundaries;W;B131;3;(22.35,114.15);hong kong;b.131
boundaries;C;B132;9;(6.16,101.15);MYS/THA;b.132
boundaries;C;B133;8;(27.91,90.29);BTN/CHN;b.133
boundaries;C;B134;4;(29.25,45.50);SAU/IRQ;b.134
boundaries;C;B135;5;(28.86,47.33);KWY/SAU;b.135
boundaries;C;B136;3;(25.79,56.18);ARE/OMN;b.136
boundaries;C;B137;7;(17.05,43.47);YEM/SAU;b.137
boundaries;C;B138;4;(17.64,52.55);YEM/OMN;b.138
boundaries;C;B139;15;(-11.75,33.20);MWI/ZMB;b.139
boundaries;C;B140;3;(-5.52,12.40);COD/AGO;b.140
boundaries;C;B141;3;(-4.88,12.75);COD/COG;b.141
boundaries;C;B142;6;(1.28,10.66);GNQ/GAB;b.142
boundaries;C;B143;5;(22.45,10.14);DZA/NER;b.143
boundaries;C;B144;8;(13.34,1.23);NER/BFA;b.144
boundaries;C;B145;3;(19.89,5.92);DZA/NER;b.145
boundaries;C;B146;7;(9.98,-4.87);BFA/CIV;b.146
boundaries;C;B147;6;(9.72,-3.54);BFA/CIV;b.147
boundaries;C;B148;3;(8.17,-10.40);LBR/SLE;b.148
boundaries;C;B149;4;(7.33,-11.10);LBR/SLE;b.149
boundaries;C;B150;5;(7.94,-8.27);GIN/CIV;b.150
boundaries;C;B151;3;(8.42,-7.91);GIN/CIV;b.151
boundaries;C;B152;5;(8.95,-7.86);GIN/CIV;b.152
boundaries;C;B153;3;(9.82,-8.14);GIN/CIV;b.153
boundaries;C;B154;9;(12.45,-13.79);SEN/GNB,GIN;b.154
boundaries;C;B155;3;(14.95,-12.43);SEN/MRT;b.155
boundaries;C;B156;13;(16.11,-14.43);SEN/MRT;b.156
boundaries;C;B157;13;(34.50,8.39);TUN/DZA;b.157
boundaries;C;B158;8;(31.66,10.61);TUN/LBY;b.158
boundaries;C;B159;15;(25.84,12.11);LBY/DZA,TCD;b.159
boundaries;C;B160;5;(20.88,21.35);LBY/TCD;b.160
boundaries;C;B161;11;(27.78,24.96);EGY/LBY;b.161
boundaries;C;B162;6;(4.36,-54.25);SUR/GUF;b.162
boundaries;C;B163;4;(2.94,-54.23);SUR/GUF;b.163
boundaries;C;B164;7;(3.09,-52.36);GUF/BRA;b.164
boundaries;C;B165;12;(2.27,-54.84);BRA/GUF,SUR;b.165
boundaries;C;B166;5;(-26.41,-53.80);BRA/ARG;b.166
boundaries;C;B167;4;(-25.58,-54.34);BRA/ARG;b.167
boundaries;C;B168;15;(-31.60,-55.02);URY/BRA;b.168
boundaries;C;B169;5;(-33.41,-58.29);URY/ARG;b.169
boundaries;C;B170;18;(-29.41,-56.39);ARG/BRA,URY;b.170
boundaries;C;B171;3;(-55.09,-66.68);ARG/CHL;b.171
boundaries;C;B172;3;(-55.29,-66.99);ARG/CHL ?;b.172
boundaries;C;B173;3;(-54.90,-67.81);ARG/CHL;b.173
boundaries;C;B174;5;(-53.92,-68.63);ARG/CHL;b.174
boundaries;C;B175;11;(7.87,-77.51);COL/PAN;b.175
boundaries;C;B176;6;(10.87,-83.95);NIC/CRI;b.176
boundaries;C;B177;5;(11.05,-85.05);NIC/CRI;b.177
boundaries;C;B178;4;(18.50,-71.82);DOM/HTI;b.178
boundaries;C;B179;3;(19.35,-71.71);DOM/HTI;b.179
boundaries;C;B180;400;(29.30,-103.51);USA/MEX;b.180
boundaries;C;B181;400;(46.39,-85.99);CAN/USA;b.181
boundaries;W;B182;97;(-77.33,-134.51);ATA/SOU;b.182
boundaries;W;B183;97;(-69.76,-77.22);ATA/SOU;b.183
boundaries;W;B184;96;(-72.56,-37.20);ATA/SOU;b.184
boundaries;W;B185;77;(-68.68,40.19);ATA/SOU;b.185
boundaries;W;B186;77;(-67.09,103.80);ATA/SOU;b.186
boundaries;W;B187;75;(-72.99,159.39);ATA/SOU;b.187
boundaries;W;B188;6;(-77.44,167.56);ATA/SOU;b.188
boundaries;W;B189;10;(-79.32,-162.23);ATA/SOU;b.189
boundaries;W;B190;5;(-76.50,-148.84);ATA/SOU;b.190
boundaries;W;B191;27;(-70.99,-71.88);ATA/SOU;b.191
boundaries;W;B192;9;(-70.27,-74.96);ATA/SOU;b.192
boundaries;W;B193;8;(-64.49,-63.27);ATA/SOU;b.193
boundaries;W;B194;5;(-63.28,-55.97);ATA/SOU;b.194
boundaries;W;B195;9;(-62.39,-59.61);ATA/SOU;b.195
boundaries;W;B196;4;(-60.57,-45.92);SOU/some island;b.196
boundaries;W;B197;99;(-19.27,-74.83);PAC/PRU,CHL;b.197
boundaries;W;B198;99;(-48.38,-72.56);PAC,ATL/CHL,ARG;b.198
boundaries;W;B199;99;(-34.65,-55.93);ATL/ARG,URY,BRA;b.199
boundaries;W;B200;99;(-4.61,-44.17);ATL/BRA,GUF,SUR,GUY;b.200
boundaries;W;B201;99;(10.34,-71.92);ATL,Car/GUY,VEN,COL,PAN,CRI,NIC;b.201
boundaries;W;B202;99;(22.78,-91.76);Car,GOM/HND,GTM,BLZ,MEX,USA;b.202
boundaries;W;B203;99;(33.12,-79.76);GOM,ATL/USA;b.203
boundaries;W;B204;99;(45.62,-66.97);ATL/USA,CAN;b.204
boundaries;W;B205;99;(56.48,-69.66);ATL,Hudson Bay/CAN;b.205
boundaries;W;B206;99;(65.86,-90.06);Husdon Bay,ARC/CAN;b.206
boundaries;W;B207;99;(68.55,-135.80);ARC/CAN,USA;b.207
boundaries;W;B208;99;(58.99,-153.11);PAC/USA,CAN;b.208
boundaries;W;B209;99;(47.84,-126.60);PAC/CAN,USA;b.209
boundaries;W;B210;99;(27.51,-112.25);PAC/USA,MEX;b.210
boundaries;W;B211;94;(10.79,-87.20);PAC/MEX,GTM,HND,SLV,NIC,CRI,PAN,COL,ECU;b.211
boundaries;W;B212;26;(65.98,-121.15);CAN/Great Bear Lake;b.212
boundaries;W;B213;28;(61.88,-113.33);CAN/Great Slave Lake;b.213
boundaries;W;B214;13;(59.13,-109.54);Lake Athabasca/CAN;b.214
boundaries;W;B215;11;(57.12,-102.45);CAN/Reindeer Lake;b.215
boundaries;W;B216;21;(52.19,-97.68);CAN/Lake Winnipeg;b.216
boundaries;W;B217;23;(51.79,-99.55);CAN/Lake Manitoba;b.217
boundaries;W;B218;34;(47.33,-88.06);CAN,USA/Lake Superior;b.218
boundaries;W;B219;55;(44.50,-84.66);CAN,USA/Lake Michigan,Lake Huron;b.219
boundaries;W;B220;6;(45.76,-82.43);Lake Huron/CAN-Manitoulin Island;b.220
boundaries;W;B221;18;(42.18,-81.29);CAN,USA/Lake Erie;b.221
boundaries;W;B222;16;(43.64,-77.86);CAN,USA/Lake Ontario;b.222
boundaries;W;B223;8;(-0.50,-91.26);PAC/ECU-Galapagos Isl.;b.223
boundaries;W;B224;10;(-42.54,-73.83);PAC/CHL-? Isl.;b.224
boundaries;W;B225;51;(-53.99,-70.07);CHL,ARG/PAC,ATL;b.225
boundaries;W;B226;16;(-51.83,-59.56);ATL/FLK;b.226
boundaries;W;B227;8;(-54.33,-36.86);SGS/ATL;b.227
boundaries;W;B228;8;(10.30,-61.45);TTO/Car;b.228
boundaries;W;B229;2;(12.21,-68.97);ANT/Car;b.229
boundaries;W;B230;13;(18.11,-77.38);JAM/Car;b.230
boundaries;W;B231;8;(21.67,-82.87);CYM-Juventud/Car;b.231
boundaries;W;B232;57;(21.57,-79.40);CUB/Car;b.232
boundaries;W;B233;38;(18.75,-71.66);HTI,DOM/Car,ATL;b.233
boundaries;W;B234;9;(18.19,-66.53);USA-PR/Car,ATL;b.234
