systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
b_subdiv;_boundaries;RUS-OMS/TYU;;;;b.rus_oms_tyu;
b_subdiv;_boundaries;RUS-ORE/SAM;;;;b.rus_ore_sam;
b_subdiv;_boundaries;RUS-ORE/TA;;;;b.rus_ore_ta;
b_subdiv;_boundaries;RUS-ORL/TUL;;;;b.rus_orl_tul;
b_subdiv;_boundaries;RUS-PER/SVE;;;;b.rus_per_sve;
b_subdiv;_boundaries;RUS-PER/UD;;;;b.rus_per_ud;
b_subdiv;_boundaries;RUS-PNZ/RYA;;;;b.rus_pnz_rya;
b_subdiv;_boundaries;RUS-PNZ/SAR;;;;b.rus_pnz_sar;
b_subdiv;_boundaries;RUS-PNZ/TAM;;;;b.rus_pnz_tam;
b_subdiv;_boundaries;RUS-PNZ/ULY;;;;b.rus_pnz_uly;
b_subdiv;_boundaries;RUS-PSK/SMO;;;;b.rus_psk_smo;
b_subdiv;_boundaries;RUS-PSK/TVE;;;;b.rus_psk_tve;
b_subdiv;_boundaries;RUS-ROS/STA;;;;b.rus_ros_sta;
b_subdiv;_boundaries;RUS-ROS/VGG;;;;b.rus_ros_vgg;
b_subdiv;_boundaries;RUS-ROS/VOR;;;;b.rus_ros_vor;
b_subdiv;_boundaries;RUS-RYA/TAM;;;;b.rus_rya_tam;
b_subdiv;_boundaries;RUS-RYA/TUL;;;;b.rus_rya_tul;
b_subdiv;_boundaries;RUS-RYA/VLA;;;;b.rus_rya_vla;
b_subdiv;_boundaries;RUS-SA/ZAB;;;;b.rus_sa_zab;
b_subdiv;_boundaries;RUS-SAM/SAR;;;;b.rus_sam_sar;
b_subdiv;_boundaries;RUS-SAM/TA;;;;b.rus_sam_ta;
b_subdiv;_boundaries;RUS-SAM/ULY;;;;b.rus_sam_uly;
b_subdiv;_boundaries;RUS-SAR/TAM;;;;b.rus_sar_tam;
b_subdiv;_boundaries;RUS-SAR/ULY;;;;b.rus_sar_uly;
b_subdiv;_boundaries;RUS-SAR/VGG;;;;b.rus_sar_vgg;
b_subdiv;_boundaries;RUS-SAR/VOR;;;;b.rus_sar_vor;
b_subdiv;_boundaries;RUS-SE/STA;;;;b.rus_se_sta;
b_subdiv;_boundaries;RUS-SMO/TVE;;;;b.rus_smo_tve;
b_subdiv;_boundaries;RUS-SVE/TYU;;;;b.rus_sve_tyu;
b_subdiv;_boundaries;RUS-TA/UD;;;;b.rus_ta_ud;
b_subdiv;_boundaries;RUS-TA/ULY;;;;b.rus_ta_uly;
b_subdiv;_boundaries;RUS-TAM/VOR;;;;b.rus_tam_vor;
b_subdiv;_boundaries;RUS-TOM/TYU;;;;b.rus_tom_tyu;
b_subdiv;_boundaries;RUS-TVE/VLG;;;;b.rus_tve_vlg;
b_subdiv;_boundaries;RUS-TVE/YAR;;;;b.rus_tve_yar;
b_subdiv;_boundaries;RUS-VGG/VOR;;;;b.rus_vgg_vor;
b_subdiv;_boundaries;RUS-VLA/YAR;;;;b.rus_vla_yar;
b_subdiv;_boundaries;RUS-VLG/YAR;;;;b.rus_vlg_yar;
b_subdiv;_boundaries;RUS-KB/STA;;;;b.rus_kb_sta;
b_subdiv;_boundaries;KAZ-AKT/MAN;;;;b.kaz_akt_man;
b_subdiv;_boundaries;KAZ-ATY/MAN;;;;b.kaz_aty_man;
b_subdiv;_boundaries;KAZ-AKT/ATY;;;;b.kaz_akt_aty;
b_subdiv;_boundaries;KAZ-ATY/ZAP;;;;b.kaz_aty_zap;
b_subdiv;_boundaries;KAZ-AKT/ZAP;;;;b.kaz_akt_zap;
b_subdiv;_boundaries;KAZ-AKT/KUS;;;;b.kaz_akt_kus;
b_subdiv;_boundaries;KAZ-AKT/KAR;;;;b.kaz_akt_kar;
b_subdiv;_boundaries;KAZ-AKT/KZY;;;;b.kaz_akt_kzy;
b_subdiv;_boundaries;KAZ-KAR/KUS;;;;b.kaz_kar_kus;
b_subdiv;_boundaries;KAZ-AKM/KUS;;;;b.kaz_akm_kus;
b_subdiv;_boundaries;KAZ-KUS/SEV;;;;b.kaz_kus_sev;
b_subdiv;_boundaries;KAZ-AKM/SEV;;;;b.kaz_akm_sev;
b_subdiv;_boundaries;KAZ-PAV/SEV;;;;b.kaz_pav_sev;
b_subdiv;_boundaries;KAZ-AKM/PAV;;;;b.kaz_akm_pav;
b_subdiv;_boundaries;KAZ-AKM/KAR;;;;b.kaz_akm_kar;
b_subdiv;_boundaries;KAZ-KAR/PAV;;;;b.kaz_kar_pav;
b_subdiv;_boundaries;KAZ-PAV/VOS;;;;b.kaz_pav_vos;
b_subdiv;_boundaries;KAZ-KAR/VOS;;;;b.kaz_kar_vos;
b_subdiv;_boundaries;KAZ-ALM/VOS;;;;b.kaz_alm_vos;
b_subdiv;_boundaries;KAZ-ALM/KAR;;;;b.kaz_alm_kar;
b_subdiv;_boundaries;KAZ-ALM/ZHA;;;;b.kaz_alm_zha;
b_subdiv;_boundaries;KAZ-KAR/ZHA;;;;b.kaz_kar_zha;
b_subdiv;_boundaries;KAZ-YUZ/ZHA;;;;b.kaz_yuz_zha;
b_subdiv;_boundaries;KAZ-KAR/KZY;;;;b.kaz_kar_kzy;
b_subdiv;_boundaries;KAZ-KZY/YUZ;;;;b.kaz_kzy_yuz;
b_subdiv;_boundaries;KAZ-KAR/YUZ;;;;b.kaz_kar_yuz;
