systemName;region;route;numWaypoints;midCoords;description;fileroot;(reserved)
b_water;_boundaries;B224;10;(-42.54,-73.83);PAC/CHL-? Isl.;b.224;
b_water;_boundaries;B225;51;(-53.99,-70.07);CHL,ARG/PAC,ATL;b.225;
b_water;_boundaries;B226;16;(-51.83,-59.56);ATL/FLK;b.226;
b_water;_boundaries;B227;8;(-54.33,-36.86);SGS/ATL;b.227;
b_water;_boundaries;B228;8;(10.30,-61.45);TTO/Car;b.228;
b_water;_boundaries;B230;13;(18.11,-77.38);JAM/Car;b.230;
b_water;_boundaries;B231;8;(21.67,-82.87);CYM-Juventud/Car;b.231;
b_water;_boundaries;B232;57;(21.57,-79.40);CUB/Car;b.232;
b_water;_boundaries;B233;38;(18.75,-71.66);HTI,DOM/Car,ATL;b.233;
b_water;_boundaries;B235;7;(16.19,-61.63);GLP/Car,ATL;b.235;
b_water;_boundaries;B250;11;(49.50,-63.11);Gulf of St. Lawrence/CAN-QC-Anticosti;b.250;
b_water;_boundaries;B252;7;(62.48,-82.85);Hudson Bay/CAN-NU-?;b.252;
b_water;_boundaries;B253;6;(62.03,-79.78);Hudson Bay/CAN-NU-?;b.253;
b_water;_boundaries;B254;9;(56.17,-79.49);Hudson Bay/CAN-NU-?;b.254;
b_water;_boundaries;B255;6;(52.96,-81.43);Hudson Bay/CAN-NU-Akimiski;b.255;
b_water;_boundaries;B257;21;(64.29,-84.21);Hudson Bay/CAN-NU-Insula Southampton;b.257;
b_water;_boundaries;B258;8;(67.71,-76.08);Hudson Bay/CAN-NU-Prince Charles;b.258;
b_water;_boundaries;B259;58;(65.84,-73.90);CAN-NU/Hudson Strait;b.259;
b_water;_boundaries;B260;56;(70.66,-75.86);CAN-NU/ATL;b.260;
b_water;_boundaries;B261;11;(73.36,-78.77);CAN-NU-Bylot/Baffin Bay;b.261;
b_water;_boundaries;B262;7;(75.11,-95.17);CAN-NU-Cornwallis/ARC;b.262;
b_water;_boundaries;B263;29;(75.68,-88.78);CAN/ARC;b.263;
b_water;_boundaries;B264;21;(79.75,-91.01);CAN/ARC;b.264;
b_water;_boundaries;B265;62;(79.83,-79.55);CAN/ARC;b.265;
b_water;_boundaries;B266;4;(79.93,-98.88);CAN/ARC;b.266;
b_water;_boundaries;B267;24;(78.58,-101.11);CAN/ARC;b.267;
b_water;_boundaries;B268;7;(77.62,-94.60);CAN/ARC;b.268;
b_water;_boundaries;B269;6;(77.46,-105.00);CAN/ARC;b.269;
b_water;_boundaries;B270;17;(76.06,-101.60);CAN/ARC;b.270;
b_water;_boundaries;B271;4;(75.21,-104.33);CAN/ARC;b.271;
b_water;_boundaries;B272;20;(72.87,-99.71);CAN/ARC;b.272;
b_water;_boundaries;B273;8;(78.33,-111.59);CAN/ARC;b.273;
b_water;_boundaries;B274;5;(77.87,-114.83);CAN/ARC;b.274;
b_water;_boundaries;B275;8;(77.72,-111.96);CAN/ARC;b.275;
b_water;_boundaries;B276;6;(75.74,-118.71);CAN/ARC;b.276;
b_water;_boundaries;B277;17;(76.64,-119.81);CAN/ARC;b.277;
b_water;_boundaries;B278;31;(75.54,-111.86);CAN/ARC;b.278;
b_water;_boundaries;B279;50;(71.11,-110.42);CAN/ARC;b.279;
b_water;_boundaries;B280;20;(72.90,-121.12);CAN/ARC;b.280;
b_water;_boundaries;B282;5;(52.88,172.82);USA-AK-Attu/PAC;b.282;
b_water;_boundaries;B284;4;(51.75,-176.73);USA-AK-Adak/PAC;b.284;
b_water;_boundaries;B286;6;(53.18,-168.53);USA-AK/PAC;b.286;
b_water;_boundaries;B287;7;(53.65,-167.07);USA-AK-Unalaska/PAC;b.287;
b_water;_boundaries;B288;8;(63.45,-170.62);USA-AK/PAC;b.288;
b_water;_boundaries;B289;8;(60.11,-166.46);USA-AK/PAC;b.289;
b_water;_boundaries;B290;12;(57.60,-153.31);USA-AK-Kodiak/PAC;b.290;
b_water;_boundaries;B293;94;(68.96,-48.80);GRL/ATL;b.293;
b_water;_boundaries;B294;93;(78.18,-30.93);GRL/ATL,ARC;b.294;
b_water;_boundaries;B295;37;(65.31,-19.87);ISL/ATL;b.295;
b_water;_boundaries;B297;4;(75.21,-18.60);GRL/Greenland Sea;b.297;
b_water;_boundaries;B298;96;(-20.14,15.36);ATL/ZFA,NAM,AGO,COD,COG,GAB;b.298;
b_water;_boundaries;B299;96;(-14.93,37.69);Indian/ZFA,MOZ,TZA,KEN,SOM;b.299;
b_water;_boundaries;B300;96;(18.38,40.42);Red Sea,Indian/SOM,DJI,ETH,ERI,SDN,EGY,SAU;b.300;
b_water;_boundaries;B301;96;(19.33,49.23);Red Sea,Indian/SAU,TEM,OMN,ARE;b.301;
b_water;_boundaries;B302;96;(25.27,59.15);Indian/ARE,SAU,QAT,KWT,IRN,PAK,IND;b.302;
b_water;_boundaries;B303;96;(16.42,83.31);Indian/IND,BGD,MMR;b.303;
b_water;_boundaries;B304;96;(9.24,101.33);Indian/MMR,THA,MYS,KHM,VNM;b.304;
b_water;_boundaries;B305;96;(24.09,114.88);PAC/VNM,CHN,HKG;b.305;
b_water;_boundaries;B306;96;(38.84,125.03);PAC/CHN,PRK,KOR,RUS;b.306;
b_water;_boundaries;B307;96;(56.22,146.29);PAC/RUS;b.307;
b_water;_boundaries;B308;90;(58.30,164.70);PAC/RUS;b.308;
b_water;_boundaries;B309;30;(66.15,-175.58);PAC,ARC/RUS;b.309;
b_water;_boundaries;B310;94;(71.66,141.89);ARC/RUS;b.310;
b_water;_boundaries;B311;94;(72.67,85.68);ARC/RUS;b.311;
b_water;_boundaries;B312;94;(68.22,52.71);ARC/RUS;b.312;
b_water;_boundaries;B313;94;(65.95,19.49);ARC/RUS,FIN,NOR,SWE;b.313;
b_water;_boundaries;B314;94;(59.84,20.89);Baltic Sea/SWE,FIN,RUS,EST,LVA,LTU,POL;b.314;
b_water;_boundaries;B315A;94;(52.09,5.46);Baltic,ATL/POL,DEU;b.315a;
b_water;_boundaries;B315C;94;(52.09,5.46);Baltic,ATL/DEU,NLD,BEL,FRA;b.315c;
b_water;_boundaries;B316;94;(40.66,1.31);ATL,Mediterranean/FRA,ESP,PRT,ITA;b.316;
b_water;_boundaries;B317;94;(41.26,19.05);Mediterranean/ITA,SVN,KRV,BIH,MNE,ALB,GRC;b.317;
b_water;_boundaries;B318;94;(34.64,28.09);Mediterranean/GRC,TUR,SYR,LBN,ISR,PSE,EGY,LBY;b.318;
b_water;_boundaries;B319;94;(32.31,-1.41);Mediterranean,ATL/LBY,TUN,MAR,ESH,MRT;b.319;
b_water;_boundaries;B320;86;(7.98,-5.21);ATL/MRT,SEN,GMB,GNB,GIN,SLE,LBR,CIV,GHA,TGO,BEN,NGA,CMR,GAB;b.320;
b_water;_boundaries;B321;15;(13.46,14.02);Lac Tchad/TCD,NER,NGA;b.321;
b_water;_boundaries;B322;20;(-1.28,32.83);Lake Victoria/UGA,TZA;b.322;
b_water;_boundaries;B323;23;(-6.21,29.92);BDI,COD,ZMB,TZA/Lake Tanganyika;b.323;
b_water;_boundaries;B324;22;(-12.20,34.56);MWI,TZA,MOZ/Lake Malawi;b.324;
b_water;_boundaries;B325;72;(43.39,34.20);Black Sea/TUR,BGR,ROU,MDA,UKR,RUS,GEO;b.325;
b_water;_boundaries;B326;22;(46.26,36.83);Sea of Azov/UKR,RUS;b.326;
b_water;_boundaries;B327;84;(42.29,51.03);Caspian Sea/RUS,TKM,IRN,AZE;b.327;
b_water;_boundaries;B328;27;(45.22,59.98);Aral Sea/KAZ,UZB;b.328;
b_water;_boundaries;B329;24;(46.28,75.93);Lake Balqash/KAZ;b.329;
b_water;_boundaries;B330;27;(53.25,107.25);Lake ?/RUS;b.330;
b_water;_boundaries;B331;15;(60.78,31.38);Ladozhskoye Ozero/RUS;b.331;
b_water;_boundaries;B332;17;(61.86,35.36);Onezhskoye Ozero/RUS;b.332;
b_water;_boundaries;B333;68;(-18.92,46.91);MDG/Indian;b.333;
b_water;_boundaries;B334;6;(-21.12,55.47);REU/Indian;b.334;
b_water;_boundaries;B335;5;(-20.33,57.53);MUS/Indian;b.335;
b_water;_boundaries;B336;7;(12.44,53.83);YEM-Socotra/Indian;b.336;
b_water;_boundaries;B337;13;(-49.21,69.54);ATF-Grande Terre/SOU;b.337;
b_water;_boundaries;B340;6;(1.12,97.60);IDN-Pulau Nias/Indian;b.340;
b_water;_boundaries;B341;6;(-1.31,98.97);IDN-Pulau Siberut/Indian;b.341;
b_water;_boundaries;B342;19;(7.80,80.57);LKA/Indian;b.342;
b_water;_boundaries;B343;15;(19.23,109.75);CHN-Hainan/PAC;b.343;
b_water;_boundaries;B344;16;(23.71,120.97);TWN/PAC;b.344;
b_water;_boundaries;B345;21;(32.70,130.64);JPN-Kyushu/PAC;b.345;
b_water;_boundaries;B346;16;(33.59,133.38);JPN-Shikkoku/PAC;b.346;
b_water;_boundaries;B347;79;(36.69,137.50);JPN-Honshu/PAC;b.347;
b_water;_boundaries;B348;43;(43.20,142.21);JPN-Hokkaido/PAC;b.348;
b_water;_boundaries;B352;8;(44.97,147.75);RUS-?/PAC;b.352;
b_water;_boundaries;B353;5;(45.88,149.87);RUS-Ostrov Urup/PAC;b.353;
b_water;_boundaries;B355;7;(50.34,155.60);RUS-Paramushi/PAC;b.355;
b_water;_boundaries;B356;5;(54.88,137.53);RUS-Bol Shantar/PAC;b.356;
b_water;_boundaries;B357;5;(58.82,163.80);RUS-Karaginskiy/PAC;b.357;
b_water;_boundaries;B358;47;(49.93,142.63);RUS-Sakhalin/PAC;b.358;
b_water;_boundaries;B359;4;(71.12,179.38);RUS-?/ARC;b.359;
b_water;_boundaries;B360;5;(71.23,-178.97);RUS-?/ARC;b.360;
b_water;_boundaries;B361;7;(73.52,141.86);RUS-Bol Lyakhvskiy/ARC;b.361;
b_water;_boundaries;B362;5;(74.13,140.53);RUS-Mal Lyakhovskuy/ARC;b.362;
b_water;_boundaries;B363;8;(75.21,148.45);RUS-Novaya Sibir/ARC;b.363;
b_water;_boundaries;B364;16;(75.40,141.11);RUS-Kotelnyy/ARC;b.364;
b_water;_boundaries;B365;11;(78.58,101.89);RUS-Diksonskiy/ARC;b.365;
b_water;_boundaries;B366;18;(79.94,95.91);RUS-Oktyabrskoy Rev/ARC;b.366;
b_water;_boundaries;B367;40;(73.87,58.33);RUS-Novaya Zemlya/ARC;b.367;
b_water;_boundaries;B368;6;(69.08,49.25);RUS-Kolguev/ARC;b.368;
b_water;_boundaries;B369;15;(80.63,60.68);?/ARC;b.369;
b_water;_boundaries;B370;10;(81.06,56.62);?/ARC;b.370;
b_water;_boundaries;B371;4;(80.32,53.83);?/ARC;b.371;
b_water;_boundaries;B372;13;(80.49,47.81);RUS-Zemlya Aleksandry/ARC;b.372;
b_water;_boundaries;B373;39;(78.83,18.88);SJM/ARC;b.373;
b_water;_boundaries;B374;5;(62.17,-7.07);FRO/ARC;b.374;
b_water;_boundaries;B377;6;(57.94,-6.85);GRB-SCT-Herns/ARC;b.377;
b_water;_boundaries;B381;7;(57.54,18.50);SWE-Gotland/Baltic;b.381;
b_water;_boundaries;B382;6;(58.36,22.33);EST-Saaremaa/Baltic;b.382;
b_water;_boundaries;B383;5;(58.88,22.52);EST-Hiiumaa/Baltic;b.383;
b_water;_boundaries;B384;89;(54.03,-3.10);GBR/North,ATL;b.384;
b_water;_boundaries;B385;30;(53.40,-8.22);IRL,GBR-NIR/ATL;b.385;
b_water;_boundaries;B386;10;(42.23,9.06);FRA-Corse/Mediterranean;b.386;
b_water;_boundaries;B387;16;(40.15,8.89);ITA-Sardegna/Mediterranean;b.387;
b_water;_boundaries;B388;17;(37.61,14.02);ITA-Sicilia/Mediterranean;b.388;
b_water;_boundaries;B389;16;(37.31,22.13);GRC-Peloponnesus/Mediterranean;b.389;
b_water;_boundaries;B390;15;(35.21,24.78);GRC-Crete/Mediterranean;b.390;
b_water;_boundaries;B391;13;(35.05,33.28);CYP/Mediterranean;b.391;
b_water;_boundaries;B393;5;(36.15,27.88);GRC-Rodos/Mediterranean;b.393;
b_water;_boundaries;B401;5;(3.45,8.67);GNQ-Bioko/ATL;b.401;
b_water;_boundaries;B402;98;(-35.05,134.52);AUS/SOU;b.402;
b_water;_boundaries;B403;98;(-20.23,145.61);AUS/PAC;b.403;
b_water;_boundaries;B404;97;(-20.12,121.76);AUS/Indian;b.404;
b_water;_boundaries;B405;8;(-11.65,130.72);AUS-Melville/Indian;b.405;
b_water;_boundaries;B406;7;(-35.93,137.13);AUS-Kangaroo/Indian;b.406;
b_water;_boundaries;B407;23;(-41.98,146.60);AUS-TAS/SOU;b.407;
b_water;_boundaries;B408;53;(-38.04,175.45);NZL-North/PAC;b.408;
b_water;_boundaries;B409;46;(-43.74,170.75);NZL-South/SOU;b.409;
b_water;_boundaries;B410;4;(-47.08,167.85);NZL-Rakiura/SOU;b.410;
b_water;_boundaries;B411;67;(0.19,101.16);IDN-Sumatra/Indian;b.411;
b_water;_boundaries;B412;43;(-7.22,109.95);IDN-Jakarta/Indian;b.412;
b_water;_boundaries;B413;6;(-8.27,114.96);IDN-Bali/Indian;b.413;
b_water;_boundaries;B414;33;(-8.57,119.48);IDN-Nusa Tenggara/Indian;b.414;
b_water;_boundaries;B415;4;(-8.29,124.58);IDN/Indian;b.415;
b_water;_boundaries;B416;5;(-7.77,126.15);TLS-Wetar/Banda;b.416;
b_water;_boundaries;B417;10;(-9.68,119.82);IDN-Pulau Sumba/Indian;b.417;
b_water;_boundaries;B418;18;(-9.22,125.16);TLS/Indian;b.418;
b_water;_boundaries;B419;5;(-7.58,131.35);IDN-Pulau Larat/Indian;b.419;
b_water;_boundaries;B420;7;(-6.26,134.31);IDN-Pulau Wokam/Indian;b.420;
b_water;_boundaries;B421;11;(-2.16,105.98);IDN/Indian;b.421;
b_water;_boundaries;B422;5;(-2.90,107.90);IDN-Belitung/Java;b.422;
b_water;_boundaries;B424;72;(1.19,114.55);IDN,MYS,BRN/Java,Sulu;b.424;
b_water;_boundaries;B425;79;(-1.75,121.53);IDN-Sulawesi/Banda;b.425;
b_water;_boundaries;B426;19;(0.74,127.94);IDN-Maluku/Molucca;b.426;
b_water;_boundaries;B427;7;(-3.40,126.55);IDN-Pulau Buru/Banda;b.427;
b_water;_boundaries;B428;13;(-3.21,129.34);IDN-Maluku/Banda;b.428;
b_water;_boundaries;B430;4;(-1.58,127.60);IDN-Obira/Molucca;b.430;
b_water;_boundaries;B431;5;(-0.20,130.68);IDN/Halmahera;b.431;
b_water;_boundaries;B432;5;(-0.85,135.73);IDN/PAC;b.432;
b_water;_boundaries;B433;62;(-6.11,138.74);IDN,PNG/Arafura;b.433;
b_water;_boundaries;B434;60;(-4.74,142.15);IDN,PNH/PAC;b.434;
b_water;_boundaries;B435;46;(15.28,121.75);PHL-Luzon/Philippine Sea;b.435;
b_water;_boundaries;B436;14;(9.58,118.44);PHL-Palawan/Sulu;b.436;
b_water;_boundaries;B437;9;(12.97,120.99);PHL-Mindoro/Mindoro;b.437;
b_water;_boundaries;B438;17;(11.47,124.90);PHL-Samar/PAC;b.438;
b_water;_boundaries;B439;28;(10.41,123.10);PHL-Panay/Sulu;b.439;
b_water;_boundaries;B440;43;(7.55,124.39);PHL-Mindanao/Celebes;b.440;
b_water;_boundaries;B441;22;(-5.46,150.40);PNG-New Britain/PAC;b.441;
b_water;_boundaries;B443;11;(-3.59,152.19);PNG-New Ireland/PAC;b.443;
b_water;_boundaries;B444;8;(-6.05,155.19);PNG-Bougainville/PAC;b.444;
b_water;_boundaries;B449;8;(-9.57,159.97);SLB-Guadalcanal/PAC;b.449;
b_water;_boundaries;B450;5;(-10.42,161.72);SLB-San Cristobal/PAC;b.450;
b_water;_boundaries;B452;4;(-16.19,167.52);VUT-Malakula/PAC;b.452;
b_water;_boundaries;B453;15;(-21.34,165.62);NCL/PAC;b.453;
b_water;_boundaries;B454;5;(-43.88,-176.58);NZL-Chatham/PAC;b.454;
b_water;_boundaries;B455;9;(-17.80,177.93);FJI-Viti Levu/PAC;b.455;
b_water;_boundaries;B456;8;(-16.56,179.23);FJI-Vanua Levu/PAC;b.456;
b_water;_boundaries;B457;9;(-13.71,-172.21);WSM/PAC;b.457;
b_water;_boundaries;B458;5;(-17.61,-149.43);PYF-Tahiti/PAC;b.458;
b_water;_boundaries;B465;100;(48.36,-122.55);USA-WA/PAC;b.465;
b_water;_boundaries;B466;100;(47.43,-122.63);USA-WA/PAC;b.466;
b_water;_boundaries;B467;100;(47.85,-123.50);USA-WA/PAC;b.467;
b_water;_boundaries;B468;100;(45.90,-123.93);USA-WA,OR/PAC;b.468;
b_water;_boundaries;B469;100;(40.70,-123.96);USA-OR,CA/PAC;b.469;
b_water;_boundaries;B470;100;(37.46,-122.27);USA-CA/PAC;b.470;
b_water;_boundaries;B471;97;(34.33,-119.42);USA-CA/PAC;b.471;
b_water;_boundaries;B472;22;(48.60,-122.88);USA-WA-Orcas/PAC;b.472;
b_water;_boundaries;B473;8;(48.49,-122.88);USA-WA-Lopez/PAC;b.473;
b_water;_boundaries;B474;11;(48.54,-123.12);USA-WA-San Juan/PAC;b.474;
b_water;_boundaries;B475;7;(34.04,-120.37);USA-WA/PAC;b.475;
b_water;_boundaries;B476;18;(33.98,-120.11);USA-WA-Channel/PAC;b.476;
b_water;_boundaries;B477;18;(34.02,-119.75);USA-CA-Santa Cruz/PAC;b.477;
b_water;_boundaries;B478;8;(33.25,-119.51);USA-CA-San Nicolas/PAC;b.478;
b_water;_boundaries;B479;14;(33.39,-118.45);USA-CA-Santa Catalina/PAC;b.479;
b_water;_boundaries;B480;14;(32.94,-118.53);USA-CA-San Clemente/PAC;b.480;
b_water;_boundaries;B483;45;(36.20,-114.44);USA-AZ,NV/Lake Mead;b.483;
b_water;_boundaries;B485;18;(39.09,-120.04);USA-NV,CA/Lake Tahoe;b.485;
b_water;_boundaries;B486;81;(41.19,-112.54);USA-UT/Great Salt Lake;b.486;
b_water;_boundaries;B492;31;(33.92,-96.72);USA-TX,OK/Lake Texoma;b.492;
b_water;_boundaries;B493;15;(29.83,-93.87);USA-TX,LA/Sabine Lake;b.493;
b_water;_boundaries;B501;17;(29.92,-93.33);USA-LA/Calcasieu Lake;b.501;
b_water;_boundaries;B502;22;(29.90,-92.76);USA-LA/Grand Lake;b.502;
b_water;_boundaries;B503;14;(29.75,-92.50);USA-LA/White Lake;b.503;
b_water;_boundaries;B504;18;(30.26,-90.51);USA-LA/Lake Maurepas;b.504;
b_water;_boundaries;B505;30;(30.19,-90.07);USA-LA/Lake Pon.;b.505;
b_water;_boundaries;B506;78;(27.04,-97.44);USA-TX/Gulf of Mexico;b.506;
b_water;_boundaries;B507;76;(28.38,-96.68);USA-TX/Gulf of Mexico;b.507;
b_water;_boundaries;B508;73;(29.32,-95.05);USA-TX/Gulf of Mexico;b.508;
b_water;_boundaries;B509;73;(29.66,-92.40);USA-LA/Gulf of Mexico;b.509;
b_water;_boundaries;B510;71;(29.25,-90.74);USA-LA/Gulf of Mexico;b.510;
b_water;_boundaries;B511;84;(29.24,-89.63);USA-LA/Gulf of Mexico;b.511;
b_water;_boundaries;B512;84;(29.52,-89.47);USA-LA/Gulf of Mexico;b.512;
b_water;_boundaries;B513;84;(29.91,-89.48);USA-LA/Gulf of Mexico;b.513;
b_water;_boundaries;B514;83;(30.38,-88.36);USA-MS,AL/Gulf of Mexico;b.514;
b_water;_boundaries;B515;20;(30.45,-87.15);USA-FL/Gulf of Mexico;b.515;
b_water;_boundaries;B516;75;(30.27,-85.99);USA-FL/Gulf of Mexico;b.516;
b_water;_boundaries;B517;7;(29.84,-85.37);USA-FL/Gulf of Mexico;b.517;
b_water;_boundaries;B519;20;(29.78,-84.82);USA-FL/Gulf of Mexico;b.519;
b_water;_boundaries;B520;62;(29.32,-83.38);USA-FL/Gulf of Mexico;b.520;
b_water;_boundaries;B522;48;(27.81,-82.59);USA-FL/Gulf of Mexico;b.522;
b_water;_boundaries;B523;28;(26.93,-82.37);USA-FL/Gulf of Mexico;b.523;
b_water;_boundaries;B524;53;(26.51,-81.96);USA-FL/Gulf of Mexico;b.524;
b_water;_boundaries;B525;52;(25.36,-80.70);USA-FL/Gulf of Mexico;b.525;
b_water;_boundaries;B526;35;(27.41,-80.35);USA-FL/ATL;b.526;
b_water;_boundaries;B530;99;(30.08,-81.10);USA-FL,GA/ATL;b.530;
b_water;_boundaries;B531;99;(32.42,-80.42);USA-GA,SC/ATL;b.531;
b_water;_boundaries;B532;99;(34.17,-77.86);USA-SC,NC/ATL;b.532;
b_water;_boundaries;B533;99;(35.12,-76.65);USA-NC/ATL;b.533;
b_water;_boundaries;B534;99;(35.67,-76.12);USA-NC/ATL;b.534;
b_water;_boundaries;B535;98;(36.26,-76.19);USA-NC,VA/ATL;b.535;
b_water;_boundaries;B536;98;(36.91,-76.35);USA-VA/ATL;b.536;
b_water;_boundaries;B537;98;(37.60,-76.48);USA-VA/ATL;b.537;
b_water;_boundaries;B538;98;(38.29,-76.89);USA-VA,MD/ATL;b.538;
b_water;_boundaries;B539;98;(38.63,-76.51);USA-MD/ATL;b.539;
b_water;_boundaries;B540;98;(39.26,-76.22);USA-MD/ATL;b.540;
b_water;_boundaries;B541;98;(38.59,-76.18);USA-MD/ATL;b.541;
b_water;_boundaries;B542;95;(37.78,-75.87);USA-MD,VA/ATL;b.542;
b_water;_boundaries;B544;7;(37.32,-75.88);USA-VA Isl./ATL;b.544;
b_water;_boundaries;B545;21;(37.32,-75.83);USA-VA Isl./ATL;b.545;
b_water;_boundaries;B546;39;(38.06,-75.32);USA-MD,VA/ATL;b.546;
b_water;_boundaries;B547;85;(39.14,-75.14);USA-MD,DE,NJ/ATL;b.547;
b_water;_boundaries;B548;42;(39.66,-74.26);USA-NJ/ATL;b.548;
b_water;_boundaries;B549;11;(39.43,-74.37);USA-NJ/ATL;b.549;
b_water;_boundaries;B550;7;(40.24,-74.01);USA-NJ/ATL;b.550;
b_water;_boundaries;B551;36;(40.62,-74.03);USA-NJ,NY/ATL;b.551;
b_water;_boundaries;B553;34;(40.72,-73.12);USA-NY/ATL;b.553;
b_water;_boundaries;B554;46;(40.95,-72.39);USA-NY/ATL;b.554;
b_water;_boundaries;B555;7;(41.06,-72.34);USA-NY-Shelter/ATL;b.555;
b_water;_boundaries;B556;90;(41.03,-73.17);USA-NY,CT/ATL;b.556;
b_water;_boundaries;B557;88;(41.57,-71.26);USA-CT,RI,MA/ATL;b.557;
b_water;_boundaries;B558;23;(41.59,-70.39);USA-MA/ATL;b.558;
b_water;_boundaries;B559;9;(41.69,-69.96);USA-MA/ATL;b.559;
b_water;_boundaries;B560;18;(41.95,-70.07);USA-MA/ATL;b.560;
b_water;_boundaries;B561;26;(41.86,-70.40);USA-MA/ATL;b.561;
b_water;_boundaries;B562;7;(42.19,-70.75);USA-MA/ATL;b.562;
b_water;_boundaries;B563;10;(42.28,-70.93);USA-MA/ATL;b.563;
b_water;_boundaries;B564;11;(42.36,-71.01);USA-MA/ATL;b.564;
b_water;_boundaries;B565;89;(43.35,-70.28);USA-MA,NH,ME/ATL;b.565;
b_water;_boundaries;B566;89;(44.27,-68.81);USA-ME/ATL;b.566;
b_water;_boundaries;B567;87;(44.56,-67.72);USA-ME/ATL;b.567;
b_water;_boundaries;B569;11;(29.24,-94.92);USA-TX/Gulf of Mexico;b.569;
b_water;_boundaries;B574;6;(29.53,-89.60);USA-LA-Bel Pass Bayou/Gulf of Mexico;b.574;
b_water;_boundaries;B575;7;(29.93,-89.27);USA-LA-Live Oak/Gulf of Mexico;b.575;
b_water;_boundaries;B576;4;(29.95,-89.31);USA-LA Isl./Gulf of Mexico;b.576;
b_water;_boundaries;B577;4;(29.96,-89.25);USA-LA Isl./Gulf of Mexico;b.577;
b_water;_boundaries;B578;4;(29.98,-89.26);USA-LA Isl./Gulf of Mexico;b.578;
b_water;_boundaries;B579;18;(30.07,-89.26);USA-LA Isl./Gulf of Mexico;b.579;
b_water;_boundaries;B587;30;(24.62,-81.60);USA-FL-Keys/Gulf of Mexico;b.587;
b_water;_boundaries;B588;19;(24.68,-81.38);USA-FL-Keys/Gulf of Mexico;b.588;
b_water;_boundaries;B595;6;(33.88,-77.99);USA-NC-Bald Head/ATL;b.595;
b_water;_boundaries;B600;8;(35.89,-75.67);USA-NC Isl./ATL;b.600;
b_water;_boundaries;B603;5;(38.19,-76.05);USA-MD-Bloodsworth/Chesapeake;b.603;
b_water;_boundaries;B604;7;(38.10,-76.03);USA-MD-Jones/Chesapeake;b.604;
b_water;_boundaries;B605;11;(37.99,-76.02);USA-MD-Smith/Chesapeake;b.605;
