country;state;Name;Pop.;latitude;longitude
LBN;ALL;Barr Ilyās;23113;33.77;35.9
USA;CA;Atwater city;23113;37.354245;-120.603019
ESP;ALL;Baza;23109;37.5;-2.79
RUS;ALL;Raychikhinsk;23108;49.77;129.42
IRN;ALL;Dīvān Darreh;23105;35.91;47.03
THA;ALL;Nong Phai;23105;15.98;101.07
BEL;ALL;Diest;23104;50.98;5.05
ITA;ALL;Seriate;23099;45.7;9.71
DZA;ALL;Ayn-al-H̨ammām;23098;36.57;4.31
PRT;ALL;Pontinha;23098;38.77;-9.19
IND;ALL;Kolachal;23095;8.17;77.25
CUB;ALL;Rodas;23092;22.35;-80.56
IND;ALL;Longowal;23087;30.22;75.68
MEX;MEX-CHIH;Ojinaga;23084;29.56;-104.41
IND;ALL;Vattalkundu;23083;10.17;77.77
IND;ALL;Panchanandapur;23082;24.95;87.95
TZA;ALL;Kondoa;23082;-4.9;35.77
IND;ALL;Jaitāran;23081;26.2;73.93
BRA;ALL;Itaberaí;23080;-16.02;-49.81
IND;ALL;Lonār;23080;19.98;76.53
IND;ALL;Mundargi;23078;15.22;75.9
NLD;ALL;Schijndel;23076;51.62;5.44
IND;ALL;Silao;23075;25.08;85.42
PER;ALL;Perené;23070;-10.97;-75.22
ZMB;ALL;Kawambwa;23069;-9.78;29.08
IND;ALL;Purwa;23068;26.47;80.78
MEX;MEX-PUE;Serdán;23068;18.98;-97.45
TUR;ALL;Dinar;23066;38.08;30.16
KOR;ALL;Aewŏl;23065;33.47;126.32
NGA;ALL;Gembu;23065;6.72;11.25
PLW;ALL;al-'Ayzariyah;23064;31.77;35.27
GBR;ENG;Truro;23063;50.27;-5.05
IDN;ALL;Peterongan;23063;-7.53;112.27
TUR;ALL;Bağlum;23057;40.05;32.84
RUS;ALL;Bezenchuk;23056;52.98;49.43
BRA;ALL;Conceição do Jacuípe;23054;-12.32;-38.76
IND;ALL;Gunupur;23054;19.08;83.82
NLD;ALL;Wierden;23054;52.37;6.59
RUS;ALL;Troitskaya;23050;43.3;45.01
ESP;ALL;Priego de Córdoba;23046;37.43;-4.2
DEU;ALL;Alfter;23044;50.74;7.01
USA;MD;North Potomac CDP;23044;39.097206;-77.234213
ZMB;ALL;Samfya;23043;-11.34;29.54
AUT;ALL;Amstetten;23041;48.13;14.86
USA;NJ;Somerset CDP;23040;40.498454;-74.483815
PRK;ALL;Yŏnan;23039;37.91;126.17
IRL;ALL;Kilkenny;23037;52.66;-7.26
PRT;ALL;São João da Madeira;23036;40.9;-8.49
CZE;ALL;Klatovy;23035;49.4;13.29
USA;CT;North Haven CDP;23035;41.380697;-72.860694
FRA;ALL;Dax;23034;43.73;-1.04
IND;ALL;Kaikalūr;23034;16.57;81.2
THA;ALL;Tak;23033;16.88;99.13
BRA;ALL;Campos Novos;23031;-27.39;-51.24
IND;ALL;Prantij;23031;23.44;72.86
IND;ALL;Karukachal;23030;9.5;76.63
FRA;ALL;Grande-Synthe;23029;51.01;2.28
FRA;ALL;Le Puy-en-Velay;23028;45.05;3.88
LSO;ALL;Maputsoa;23028;-28.88;27.9
DZA;ALL;Karkira;23024;36.94;6.58
USA;OH;Centerville city;23024;39.638709;-84.148087
ITA;ALL;Montevarchi;23022;43.53;11.56
NLD;ALL;Oldebroek;23019;52.45;5.9
ETH;ALL;Welench'ītī;23018;8.67;39.43
GRC;ALL;Khíos;23018;38.37;26.14
JOR;ALL;Bayt Rās;23018;32.6;35.85
IND;ALL;Vadipatti;23016;10.08;77.95
ETH;ALL;Yirga Ch'efē;23012;6.16;38.19
IND;ALL;Jaula;23011;29.28;77.42
USA;NY;Uniondale CDP;23011;40.703097;-73.591070
DEU;ALL;Stadthagen;23010;52.33;9.19
USA;NJ;Cliffside Park borough;23007;40.821540;-73.989493
UZB;ALL;Beşarık2;23004;40.44;70.61
USA;OR;Grants Pass city;23003;42.438969;-123.328249
DEU;ALL;Haren;23001;52.79;7.23
TUR;ALL;Yenikent;23000;39.99;32.53
FRA;ALL;Voiron;22998;45.38;5.57
HUN;ALL;Monor;22998;47.35;19.45
POL;ALL;Kościerzyna;22997;54.13;17.97
USA;FL;Norland CDP;22995;25.947070;-80.210939
ITA;ALL;Mariano Comense;22994;45.7;9.17
BRA;ALL;Nova Russas;22987;-4.7;-40.57
ESP;ALL;Castellar del Vallès;22987;41.63;2.08
GLP;ALL;Sainte-Anne;22986;16.24;-61.39
COL;ALL;San Pablo;22985;10.05;-75.27
MEX;MEX-YUC;Hunucmá;22982;21.02;-89.87
PHL;ALL;Sasmuan;22982;14.94;120.62
ROU;ALL;Orăştie;22981;45.85;23.2
PAK;ALL;Zaida;22980;34.07;72.47
USA;MI;Romulus city;22979;42.234022;-83.371596
IND;ALL;Telhāra;22978;21.03;76.84
RUS;ALL;Nizhnyaya Tura;22978;58.63;59.8
USA;MI;Hamtramck city;22976;42.397812;-83.057335
NLD;ALL;Putten;22975;52.27;5.61
DEU;ALL;Greiz;22973;50.66;12.2
MEX;MEX-JAL;Jalostotitlán;22972;21.2;-102.47
IRQ;ALL;al-Fuhūd;22965;30.97;46.73
IND;ALL;Chandrakona;22963;22.73;87.52
CUB;ALL;Taguasco;22958;22;-79.26
USA;WA;Picnic Point-North Lynnwood CDP;22953;47.860227;-122.294545
BGR;ALL;Troyan;22951;42.9;24.72
USA;CA;Lennox CDP;22950;33.939813;-118.357482
FRA;ALL;Lannion;22949;48.75;-3.47
GBR;ENG;Stalybridge;22949;53.49;-2.07
UKR;ALL;Popasna;22949;48.63;38.38
IRQ;ALL;al-Fāw;22948;29.97;48.47
IND;ALL;Maheshwar;22946;22.18;75.58
USA;KY;Valley Station CDP;22946;38.107069;-85.859066
RUS;ALL;Bavly;22941;54.38;53.28
SDN;ALL;Bābanūsah;22940;11.33;27.8
FRA;ALL;Mons-en-Baroeul;22932;50.63;3.11
GBR;ENG;Wellington;22929;52.7;-2.52
MEX;MEX-NAY;Tuxpan;22928;21.93;-105.27
BRA;ALL;Pedro II;22926;-4.42;-41.46
FRA;ALL;Allauch;22923;43.34;5.48
GBR;ENG;Stratford-upon-Avon;22923;52.2;-1.71
FRA;ALL;Lormont;22922;44.87;-0.53
IRQ;ALL;Kifradōl;22922;36.24;44.79
SLV;ALL;Izalco;22922;13.74;-89.68
IND;ALL;Phillaur;22917;31.02;75.78
IND;ALL;Mangalvedhe;22912;17.51;75.44
CHE;ALL;Dietikon;22907;47.42;8.39
DEU;ALL;Herzogenaurach;22905;49.57;10.88
ITA;ALL;San Cataldo;22904;37.5;14
NLD;ALL;Goirle;22904;51.52;5.06
USA;CA;Rosemont CDP;22904;38.549506;-121.356211
MDG;ALL;Arivonimamo;22903;-19.01;47.18
SVN;ALL;Novo mesto;22900;45.8;15.16
USA;MD;Greater Landover CDP;22900;38.924311;-76.887248
PRT;ALL;Bragança;22899;41.81;-6.76
GBR;ENG;Chapeltown;22897;53.46;-1.47
HUN;ALL;Siófok;22896;46.9;18.06
ITA;ALL;Cortona;22896;43.28;11.97
IND;ALL;Ramanthali;22895;12.05;75.18
COL;ALL;Ubaté;22891;5.32;-73.82
CUB;ALL;Colombia;22888;20.99;-77.43
DZA;ALL;Ayn-al-Milh̨;22888;34.85;4.16
BEL;ALL;Tubize;22885;50.68;4.2
DEU;ALL;Isernhagen;22885;52.47;9.82
BGD;ALL;Ishwarganj;22883;24.76;90.56
DEU;ALL;Eckernförde;22883;54.47;9.83
ITA;ALL;Ariano Irpino;22882;41.16;15.08
POL;ALL;Świebodzice;22881;50.86;16.33
BRA;ALL;Santo Amaro da Imperatriz;22878;-27.67;-48.76
BRA;ALL;Veranópolis;22878;-28.94;-51.56
NLD;ALL;Nuenen;22878;51.47;5.54
IND;ALL;Okha;22877;22.47;69.08
USA;MA;Burlington CDP;22876;42.506362;-71.200088
SWE;ALL;Ängelholm;22870;56.25;12.87
RUS;ALL;Olenegorsk;22868;68.15;33.3
USA;IL;Zion city;22866;42.453221;-87.840222
DEU;ALL;Starnberg;22865;48.01;11.34
DEU;ALL;Vreden;22863;52.04;6.83
IND;ALL;Ardhapur;22862;19.28;77.38
SWE;ALL;Piteå;22862;65.32;21.51
USA;LA;Opelousas city;22860;30.528183;-92.084406
USA;IL;Darien city;22860;41.745623;-87.981087
IDN;ALL;Gambiran;22859;-8.39;114.14
CMR;ALL;Abong Mbang;22858;3.99;13.17
BRA;ALL;Colíder;22855;-10.7;-55.5
GBR;ENG;Clevedon;22855;51.44;-2.86
SAU;ALL;Ank;22854;26.53;50.02
ESP;ALL;Ibi;22852;38.64;-0.57
IDN;ALL;Kamal;22849;-7.17;112.73
GBR;ENG;Falmouth;22847;50.15;-5.08
POL;ALL;Koło;22845;52.2;18.64
ESP;ALL;Alhaurín el Grande;22844;36.66;-4.77
KAZ;ALL;Tekeli;22840;44.81;78.85
PAK;ALL;Kandiāro;22840;27.06;68.2
RUS;ALL;Lyskovo;22839;56.03;45.04
IND;ALL;Masrakh;22838;26.12;84.8
IRL;ALL;Tralee;22836;52.28;-9.72
ECU;ALL;Guaranda;22835;-1.61;-79.01
USA;NJ;Old Bridge CDP;22833;40.397740;-74.334343
DEU;ALL;Öhringen;22831;49.21;9.5
IRN;ALL;Pol-e Dokhtar;22830;33.15;47.71
MEX;MEX-GTO;Comonfort;22829;20.72;-100.77
PAK;ALL;Kalāt;22824;29.03;66.58
POL;ALL;Prudnik;22822;50.32;17.58
POL;ALL;Lubartów;22821;51.46;22.61
KOR;ALL;Yongdong;22820;36.17;127.78
AZE;ALL;Dəvəçi;22818;41.21;48.98
USA;OH;Green city;22817;40.956719;-81.481218
IND;ALL;Barhapur;22816;29.53;78.53
BRA;ALL;Morro de Chapéu;22815;-11.54;-41.16
YEM;ALL;al-Marhinah;22814;16.44;44.71
DEU;ALL;Idstein;22812;50.24;8.26
ESP;ALL;Zarautz;22812;43.29;-2.17
PAK;ALL;Kunri;22812;25.18;69.57
BRA;ALL;Imbituva;22810;-25.23;-50.61
IND;ALL;Sholavandān;22810;10.02;77.97
IND;ALL;Palai;22809;9.68;76.71
SVK;ALL;Hlohovec;22808;48.44;17.8
USA;MI;Okemos CDP;22805;42.710684;-84.422575
SYR;ALL;H̨āram;22803;36.2;36.52
IDN;ALL;Gondanglegi;22801;-8.18;112.63
IND;ALL;Narkhed;22798;21.48;78.54
USA;FL;North Port city;22797;27.066004;-82.172024
RUS;ALL;Gubkinskiy;22791;64.46;76.62
USA;OR;Tualatin city;22791;45.374808;-122.770067
DEU;ALL;Remseck;22785;48.88;9.28
USA;AL;Center Point CDP;22784;33.639302;-86.680437
ESP;ALL;Barbate;22783;36.2;-5.93
GBR;ENG;Godalming;22783;51.19;-0.62
ZAF;ALL;Mashishing;22782;-25.09;30.45
MEX;MEX-EMEX;Coatlinchán;22781;19.45;-98.87
NGA;ALL;Dutsin Ma;22781;12.45;7.5
PER;ALL;Chachapoyas;22781;-6.23;-77.87
PAK;ALL;Dijkot;22777;31.22;72.98
USA;TX;Denison city;22773;33.749703;-96.557393
DEU;ALL;Sehnde;22771;52.32;9.95
USA;NJ;Bridgeton city;22771;39.429564;-75.230461
USA;UT;Magna CDP;22770;40.701579;-112.085874
IND;ALL;Chit Barāgaon;22768;25.75;84.02
BRA;ALL;Pirapozinho;22767;-22.26;-51.5
BFA;ALL;Kouka;22766;11.9;-4.33
GBR;ENG;Alfreton;22766;53.08;-1.37
THA;ALL;Kut Chap;22765;17.42;102.57
MEX;MEX-JAL;San Miguel el Alto;22764;21.02;-102.35
MYS;ALL;Tanjong Tokong;22764;5.47;100.3
USA;NY;Merrick CDP;22764;40.659475;-73.553608
CAN;ON;Owen Sound;22763;44.57;-80.94
TKM;ALL;Boldumsaz;22763;42.14;59.67
DEU;ALL;Nagold;22761;48.55;8.73
ESP;ALL;Castrillón;22761;43.4;-6.8
GBR;ENG;Evesham;22761;52.08;-1.93
USA;SC;Myrtle Beach city;22759;33.704238;-78.875453
ESP;ALL;Palafrugell;22757;41.93;3.15
ITA;ALL;Massarosa;22752;43.87;10.33
NLD;ALL;Rucphen;22752;51.53;4.56
COL;ALL;Aguazul;22750;5.18;-72.56
IND;ALL;Kiraoli;22749;27.15;77.78
MYS;ALL;Batang Berjuntai;22747;3.38;101.42
TKM;ALL;Gazanjyk;22747;39.24;55.51
BRA;ALL;Paty do Alferes;22746;-22.43;-43.43
RUS;ALL;Linyovo;22746;54.43;83.37
IDN;ALL;Ngawi;22744;-7.41;111.43
USA;CA;Windsor town;22744;38.546038;-122.805201
IND;ALL;Dārwā;22742;20.32;77.77
IND;ALL;Parkal;22742;18.2;79.72
BRA;ALL;Pereira Barreto;22739;-20.63;-51.11
ROU;ALL;Balş;22738;44.36;24.1
BOL;ALL;San Borja;22736;-14.82;-66.85
TUR;ALL;Alemdağ;22734;41.05;29.24
KEN;ALL;Maralal;22732;1.11;36.68
USA;NJ;Scotch Plains CDP;22732;40.638252;-74.373914
BRA;ALL;Conchal;22728;-22.33;-47.17
FRA;ALL;Sceaux;22725;48.78;2.29
FRA;ALL;Le Mée-sur-Seine;22725;48.53;2.63
USA;CA;Coachella city;22724;33.679522;-116.174488
ESP;ALL;Barañain;22718;42.8;-1.67
GBR;ENG;Belper;22718;53.03;-1.47
IND;ALL;Kosgi;22717;16.98;77.72
FIN;ALL;Kemi;22713;65.76;24.55
AFG;ALL;Baġrāmī;22707;34.49;69.27
ITA;ALL;Sessa Aurunca;22704;41.24;13.93
UZB;ALL;Pahtakor;22702;40.32;67.96
IND;ALL;Mandāwar;22700;29.5;78.13
ISR;ALL;Arad;22698;31.26;35.22
MEX;MEX-DGO;Papasquiaro;22698;24.83;-105.34
USA;GA;Statesboro city;22698;32.445147;-81.779234
USA;MN;Crystal city;22698;45.037264;-93.359577
PLW;ALL;Balāţah;22697;32.21;35.28
USA;IA;Muscatine city;22697;41.424018;-91.056093
SWE;ALL;Märsta;22695;59.63;17.84
TUR;ALL;Hilvan;22695;37.59;38.95
IND;ALL;Bishunpur Sundar;22694;26.05;86.98
IND;ALL;Dalsingh Sarai;22692;25.67;85.83
IND;ALL;Asifābād;22691;19.37;79.28
PER;ALL;Nazca;22691;-14.83;-74.94
ESP;ALL;Mejorada del Campo;22689;40.4;-3.49
MEX;MEX-PUE;Huejotzingo;22688;19.15;-98.4
SAU;ALL;aţ-Ţaraf;22687;25.36;49.72
ESP;ALL;La Oliva;22684;28.6;-13.93
RUS;ALL;Ilskiy;22678;44.84;38.58
GBR;ENG;Seaford;22677;50.77;0.1
ITA;ALL;Selvazzano Dentro;22677;45.39;11.78
FRA;ALL;Cenon;22676;44.85;-0.53
USA;FL;Miami Lakes CDP;22676;25.911672;-80.325067
BOL;ALL;Villamontes;22675;-21.25;-63.5
IND;ALL;Seondha;22675;26.15;78.8
IND;ALL;Adampur;22673;29.28;75.47
BRA;ALL;Laranjal Paulista;22670;-23.07;-47.85
GBR;ENG;Spalding;22669;52.79;-0.18
KWT;ALL;al-Fayh̨ā';22669;29.34;47.98
PRT;ALL;Bougado;22669;41.33;-8.54
HUN;ALL;Hatvan;22668;47.67;19.68
CUB;ALL;Cruces;22666;22.34;-80.27
TZA;ALL;Kiwira;22666;-9.17;33.53
CUB;ALL;Sandino;22663;22.08;-84.21
IND;ALL;Pātūr;22663;20.45;76.93
POL;ALL;Opoczno;22663;51.38;20.28
CUB;ALL;Batabanó;22661;22.71;-82.3
USA;NH;Derry CDP;22661;42.883929;-71.308537
USA;WA;Inglewood-Finn Hill CDP;22661;47.722620;-122.219941
DZA;ALL;Maqrah;22657;35.6;5.07
USA;NY;Massapequa CDP;22652;40.670403;-73.471150
GTM;ALL;Comalapa;22649;14.73;-90.88
IND;ALL;Māndalgarh;22649;25.2;75.1
IND;ALL;Yadiki;22648;15.05;77.88
BEL;ALL;Merelbeke;22644;51;3.75
SAU;ALL;an-Nu'ayriyah;22644;27.47;48.47
BWA;ALL;Thamaga;22640;-24.72;25.53
IND;ALL;Nainpur;22640;22.43;80.12
FRA;ALL;Eysines;22639;44.88;-0.66
USA;IL;East Peoria city;22638;40.669075;-89.545533
DZA;ALL;Miskyānah;22635;35.64;7.66
THA;ALL;Pak Thong Chai;22629;14.44;102.01
USA;FL;Casselberry city;22629;28.660275;-81.323264
BRA;ALL;Corinto;22628;-18.36;-44.46
DEU;ALL;Jüchen;22625;51.11;6.49
SYR;ALL;ad-Darbāsiyah;22625;37.07;40.65
USA;OH;Willoughby city;22621;41.650197;-81.408515
USA;AL;Alabaster city;22619;33.231162;-86.823829
DEU;ALL;Blieskastel;22616;49.25;7.25
BEL;ALL;Saint-Nicolas;22614;50.63;5.53
CAN;NS;Truro;22613;45.36;-63.28
RUS;ALL;Vereshchagino;22612;58.08;54.65
RUS;ALL;Kozmodemyansk;22611;56.34;46.57
IND;ALL;Tapa;22610;30.32;75.35
ITA;ALL;Fucecchio;22610;43.74;10.8
TUR;ALL;İznik;22610;40.43;29.73
DEU;ALL;Rees;22608;51.77;6.4
IND;ALL;Jāmai;22608;22.2;78.58
IND;ALL;Nāmagiripettai;22608;11.47;78.27
BRA;ALL;Cambará;22605;-23.04;-50.09
EGY;ALL;Sīdī Barrānī;22604;31.6;25.92
MDA;ALL;Orhei;22604;47.39;28.82
POL;ALL;Ostrów Mazowiecka;22599;52.8;21.9
BEL;ALL;Maldegem;22595;51.22;3.45
FRA;ALL;Le Petit-Quevilly;22595;49.43;1.03
RUS;ALL;Tashtagol;22595;52.78;87.88
DZA;ALL;Naqāus;22594;35.55;5.6
MEX;MEX-VER;Álamo;22591;20.93;-97.67
NGA;ALL;Inisa;22589;7.98;4.65
USA;CA;West Puente Valley CDP;22589;34.050838;-117.969783
COL;ALL;Ayapel;22588;8.33;-75.15
CAN;QC;Sept-Îles;22585;50.22;-66.38
ITA;ALL;Genzano di Roma;22585;41.71;12.67
NGA;ALL;Gummi;22583;12.14;5.12
JOR;ALL;al-Karak;22581;31.18;35.7
IND;ALL;Ratanpur;22580;22.3;82.17
MDG;ALL;Sakaraha;22580;-22.92;44.52
RUS;ALL;Osa;22578;57.28;55.43
USA;NJ;Cranford CDP;22578;40.656302;-74.303716
ITA;ALL;Cesano Boscone;22577;45.64;9.12
DEU;ALL;Duderstadt;22574;51.52;10.27
NGA;ALL;Kagoro;22574;9.61;8.39
BEL;ALL;Saint-Ghislain;22573;50.45;3.82
IND;ALL;Belūr;22568;13.17;75.87
THA;ALL;Si Satchanalai;22568;17.52;99.77
DEU;ALL;Annaberg-Buchholz;22567;50.58;13.01
USA;NH;Keene city;22563;42.942452;-72.288368
RUS;ALL;Otradnaya;22562;44.39;41.52
IND;ALL;Samthar;22561;25.85;78.92
NGA;ALL;Talata Mafara;22561;12.57;6.06
ITA;ALL;Castrovillari;22559;39.81;16.2
IRN;ALL;Rāvar;22557;31.27;56.81
GTM;ALL;San Lucas Sacatepéquez;22556;14.61;-90.66
ITA;ALL;Meda;22556;45.67;9.15
THA;ALL;Chok Chai;22556;14.73;102.17
ESP;ALL;Altea;22555;38.6;-0.05
IRN;ALL;Kavār;22550;29.21;52.69
BRA;ALL;Santa Rosa de Viterbo;22549;-21.48;-47.37
DEU;ALL;Moormerland;22549;53.33;7.45
FRA;ALL;Annecy-le-Vieux;22546;45.92;6.15
IND;ALL;Kako;22546;25.22;85.08
NGA;ALL;Ikom;22546;5.97;8.72
POL;ALL;Zambrów;22544;52.98;22.24
IND;ALL;Payyoli;22542;11.53;75.67
RUS;ALL;Lermontov;22542;44.11;42.97
USA;KY;Elizabethtown city;22542;37.702674;-85.866173
ROU;ALL;Carei;22541;47.69;22.47
CRI;ALL;Cañas;22538;10.43;-85.1
FRA;ALL;Deuil-la-Barre;22538;48.97;2.31
MEX;MEX-CHIS;Arriaga;22538;16.23;-93.9
BEL;ALL;Manage;22531;50.5;4.22
IND;ALL;Sakti;22530;22.03;82.97
SEN;ALL;Nioro;22527;13.76;-15.79
USA;MI;Norton Shores city;22527;43.176282;-86.256696
BRA;ALL;São Luís do Quitunde;22526;-9.33;-35.56
COL;ALL;Mompós;22526;9.24;-74.43
PRK;ALL;Oro;22524;40.02;127.46
IND;ALL;Mudgal;22521;16.02;76.43
BRA;ALL;Cururupu;22520;-1.83;-44.89
NGA;ALL;Arochuku;22520;5.38;7.91
CHL;ALL;Lebu;22519;-37.61;-73.65
BEL;ALL;Gembloux;22518;50.57;4.68
PER;ALL;Juanjuí;22518;-7.17;-76.74
PER;ALL;Moche;22511;-8.18;-79.04
RUS;ALL;Kurchaloy;22511;43.2;46.09
DEU;ALL;Waldshut-Tiengen;22510;47.64;8.2
URY;ALL;Colonia;22510;-34.48;-57.84
IND;ALL;Kāmalāpuram;22505;15.27;76.43
USA;OK;Duncan city;22505;34.516619;-97.949377
DEU;ALL;Fröndenberg;22503;51.47;7.76
NOR;ALL;Halden;22502;59.13;11.37
USA;UT;Tooele city;22502;40.536411;-112.297775
GBR;ENG;Huntingdon;22501;52.34;-0.19
GNB;ALL;Bafatá;22501;12.17;-14.69
FIN;ALL;Kaarina;22498;60.42;22.42
KAZ;ALL;Boralday;22498;43.33;76.83
AZE;ALL;Zabrat;22497;40.49;49.95
GLP;ALL;Le Moule;22496;16.33;-61.34
IND;ALL;Bābra;22495;21.85;71.3
NGA;ALL;Ayangba;22495;7.5;7.18
SDN;ALL;al-Bawga;22495;18.28;33.92
PHL;ALL;Baras;22493;14.52;121.27
AGO;ALL;Cafunfo;22492;-8.77;18
UKR;ALL;Polonne;22492;50.12;27.52
CHL;ALL;Lautaro;22489;-38.53;-72.44
NPL;ALL;Nārāyan;22489;28.83;81.73
ZMB;ALL;Mumbwa;22489;-14.98;27.07
DEU;ALL;Lindlar;22482;51.02;7.37
CAN;QC;Buckingham;22479;45.58;-75.42
UKR;ALL;Ladyzhyn;22479;48.67;29.25
USA;RI;Bristol CDP;22469;41.684200;-71.268669
USA;PA;West Mifflin borough;22464;40.368089;-79.897633
DJI;ALL;Ali Sabieh;22463;11.15;42.71
PER;ALL;Mollendo;22460;-17.02;-72.02
IND;ALL;Gunnaur;22455;28.25;78.43
USA;IL;Morton Grove village;22451;42.041146;-87.786456
FRA;ALL;Loos;22450;50.61;3.01
HUN;ALL;Törökszentmiklós;22449;47.18;20.41
BGR;ALL;Aytos;22448;42.72;27.26
IND;ALL;Mudkhed;22448;19.17;77.52
ARM;ALL;Gavar;22444;40.33;45.14
USA;NC;Havelock city;22442;34.882736;-76.909230
KGZ;ALL;Taşkömür;22441;41.35;72.22
USA;NY;Peekskill city;22441;41.288903;-73.919987
USA;OH;Hudson city;22439;41.243356;-81.438982
AFG;ALL;Farāh;22438;32.39;62.1
IND;ALL;Napāsar;22438;27.97;73.55
USA;MD;Reisterstown CDP;22438;39.456954;-76.814610
IND;ALL;Pākāla;22437;13.47;79.12
ESP;ALL;El Masnou;22436;41.5;2.35
USA;MN;Owatonna city;22434;44.087161;-93.224559
IND;ALL;Gothra;22430;27.82;75.38
FRA;ALL;Concarneau;22428;47.87;-3.93
RUS;ALL;Severskaya;22428;44.85;38.68
POL;ALL;Goleniów;22426;53.57;14.82
VNM;ALL;Bắc Kạn;22424;22.16;105.81
IND;ALL;Sarauli;22423;28.5;79.1
NGA;ALL;Buni Yadi;22423;11.27;12.01
PRK;ALL;Namyang;22423;42.95;129.86
ZAF;ALL;Ekuphumleni;22423;-32.07;26.79
IND;ALL;Chamba;22421;32.57;76.13
PHL;ALL;Molave;22421;8.09;123.49
DEU;ALL;Bad Mergentheim;22420;49.49;9.77
ITA;ALL;Ginosa;22420;40.58;16.76
BRA;ALL;Queimadas;22419;-7.36;-35.89
SWE;ALL;Sandviken;22419;60.62;16.77
THA;ALL;Damnoen Saduak;22414;13.52;99.93
USA;TX;Eagle Pass city;22413;28.710622;-100.489331
MEX;MEX-JAL;Encarnación;22412;21.52;-102.22
AGO;ALL;Nzagi;22409;-7.69;21.37
BRA;ALL;Portão;22407;-29.69;-51.25
IND;ALL;Thalavady;22407;9.35;76.53
PAK;ALL;Sillānwāli;22407;31.82;72.54
USA;MO;Ferguson city;22406;38.745650;-90.296556
GBR;ENG;Rawtenstall;22403;53.7;-2.29
GBR;ENG;East Retford;22403;53.32;-0.95
IND;ALL;Gingī;22403;12.25;79.41
BEL;ALL;Scherpenheuvel-Zichem;22399;50.99;4.98
USA;GA;Lawrenceville city;22397;33.953052;-83.992469
IND;ALL;Harūr;22393;12.07;78.5
FIN;ALL;Raahe;22392;64.69;24.48
PHL;ALL;Sampaloc;22389;14.56;121.35
DZA;ALL;Ayn Đahab;22388;34.85;1.55
EGY;ALL;Sāqultah;22388;26.67;31.67
FRA;ALL;Vélizy-Villacoublay;22387;48.79;2.18
IND;ALL;Kurinjippādi;22387;11.57;79.6
CIV;ALL;Mankono;22384;8.06;-6.19
MYS;ALL;Marang;22381;5.2;103.22
GBR;ENG;Potters Bar;22377;51.7;-0.19
IND;ALL;Multai;22373;21.77;78.25
SOM;ALL;Dhuusa Marreeb;22372;5.54;46.38
TUR;ALL;Ortaca;22371;36.83;28.77
ITA;ALL;Porto Torres;22370;40.85;8.4
PHL;ALL;Jose Panganiban;22369;14.3;122.69
UGA;ALL;Kotido;22367;3.01;34.11
IND;ALL;Malebennur;22364;14.35;75.73
USA;MI;Ypsilanti city;22362;42.242892;-83.618211
IND;ALL;Kathlal;22357;22.9;72.98
USA;VA;Hopewell city;22354;37.290399;-77.303371
RUS;ALL;Onega;22351;63.92;38.08
USA;FL;Oak Ridge CDP;22349;28.474596;-81.420738
DEU;ALL;Westerstede;22346;53.27;7.92
PRY;ALL;Minga Guazú;22345;-25.5;-54.73
AZE;ALL;Sabunçu;22344;40.44;49.95
USA;OH;North Ridgeville city;22338;41.389546;-82.004605
BRA;ALL;Tapes;22337;-30.67;-51.4
SAU;ALL;Z̨ahrān al-Janūb;22337;17.66;43.51
USA;TX;Plainview city;22336;34.191204;-101.718806
IND;ALL;Suket;22335;24.65;76.03
IND;ALL;Haliyāl;22335;15.33;74.77
POL;ALL;Płońsk;22333;52.63;20.38
POL;ALL;Grajewo;22329;53.65;22.44
CRI;ALL;Heredia;22328;10;-84.12
ISR;ALL;Qiryat Shemona;22317;33.21;35.57
IND;ALL;Bhogpur;22316;31.55;75.63
ESP;ALL;Los Barrios;22312;36.18;-5.5
USA;MD;Waldorf CDP;22312;38.646173;-76.898217
NAM;ALL;Otjiwarongo;22311;-20.46;16.64
SWE;ALL;Boo;22310;59.31;18.14
IND;ALL;Bagulā;22309;23.32;88.65
IRN;ALL;Bardeskan;22306;35.27;57.96
PER;ALL;Monsefú;22306;-6.87;-79.86
FIN;ALL;Tornio;22303;65.86;24.17
TUR;ALL;Akçakoca;22300;41.09;31.11
CZE;ALL;Vyškov;22299;49.28;17
NLD;ALL;Losser;22299;52.27;7.01
BRA;ALL;Ivaiporã;22297;-24.24;-51.68
ESP;ALL;Alcalá la Real;22296;37.46;-3.93
SWE;ALL;Visby;22287;57.64;18.3
BEL;ALL;Oostkamp;22286;51.15;3.23
IND;ALL;Nizampatnam;22285;15.9;80.67
IND;ALL;Thiruthuraipūndi;22285;10.53;79.65
DEU;ALL;Leutkirch;22283;47.83;10.02
RUS;ALL;Luchegorsk;22282;46.48;134.24
USA;NY;Lockport city;22279;43.169757;-78.690987
BRA;ALL;Ibirama;22272;-27.06;-49.52
PHL;ALL;Ternate;22270;14.29;120.72
IND;ALL;Nabinagar;22264;24.62;84.12
BRA;ALL;Paraipaba;22263;-3.43;-39.12
USA;OR;West Linn city;22261;45.365201;-122.641024
ITA;ALL;Ceccano;22260;41.58;13.32
IND;ALL;Gajwel;22258;17.85;78.68
USA;FL;Brent CDP;22257;30.470496;-87.249127
FRA;ALL;Saint-Mandé;22254;48.84;2.4
IND;ALL;Deoli;22253;25.75;75.38
