country;state;Name;Pop.;latitude;longitude
PHL;ALL;New Corella;22251;7.59;125.83
UKR;ALL;Armyans'k;22250;46.11;33.7
BRA;ALL;Murici;22249;-9.3;-35.94
TUR;ALL;Alaca;22244;40.18;34.84
NLD;ALL;Voorschoten;22243;52.14;4.45
IND;ALL;Fīrozpur Jhirka;22242;27.8;76.95
RUS;ALL;Kirovgrad;22242;57.44;60.06
IND;ALL;Karanpura;22241;29.84;73.45
PRT;ALL;Caparica;22233;38.67;-9.19
AGO;ALL;Catabola;22227;-12.15;17.28
MEX;MEX-EMEX;Tequixquiac;22227;19.91;-99.15
USA;LA;Harvey CDP;22226;29.891073;-90.069269
POL;ALL;Polkowice;22223;51.5;16.05
MEX;MEX-EMEX;Tenango de Arista;22221;19.1;-99.59
JOR;ALL;aş-Şarīh̨;22220;32.5;35.9
IRN;ALL;Nūr;22219;36.63;52.03
USA;MA;Stoneham CDP;22219;42.480145;-71.098352
IND;ALL;Farakka;22218;24.82;87.9
IDN;ALL;Kebonarum;22215;-7.7;110.57
IND;ALL;Fālākāta;22214;26.53;89.2
RUS;ALL;Novotitarovskaya;22213;45.24;38.98
DEU;ALL;Schwetzingen;22210;49.39;8.58
ETH;ALL;Shambu;22210;9.57;37.1
GRC;ALL;Peúki;22210;38.06;23.79
USA;MN;New Brighton city;22206;45.062702;-93.207569
DEU;ALL;Lengerich;22205;52.19;7.86
DEU;ALL;Bad Harzburg;22205;51.89;10.56
PER;ALL;Paramonga;22202;-10.67;-77.84
IND;ALL;Anklav;22201;22.4;73
SYC;ALL;Victoria;22198;-4.62;55.45
USA;MN;Champlin city;22193;45.170714;-93.384525
ESP;ALL;Moncada;22191;39.55;-0.4
ITA;ALL;Thiene;22190;45.71;11.47
BEN;ALL;Tanguiété;22188;10.62;1.27
RUS;ALL;Igra;22186;57.56;53.04
DZA;ALL;Ayn Kiršah;22185;35.93;6.7
IND;ALL;Perāvūrani;22185;10.3;79.18
GBR;SCT;Arbroath;22184;56.56;-2.61
COL;ALL;Puerto Colombia;22183;10.99;-74.95
COD;ALL;Kasongo-Lunda;22182;-6.48;16.83
GBR;NIR;Omagh;22182;54.6;-7.31
IND;ALL;Dharampur;22178;20.53;73.18
MEX;MEX-YUC;Oxkutzcab;22178;20.3;-89.42
BRA;ALL;Ituberá;22175;-13.72;-39.15
DEU;ALL;Rotenburg;22175;53.12;9.4
GBR;ENG;Thornaby;22173;54.54;-1.3
IND;ALL;Khowai;22173;24.1;91.63
ITA;ALL;Colleferro;22173;41.74;12.98
BRA;ALL;Dois Córregos;22172;-22.36;-48.35
RUS;ALL;Elektrougli;22172;55.71;38.34
DEU;ALL;Staßfurt;22171;51.86;11.58
CHE;ALL;Frauenfeld;22170;47.56;8.89
MDA;ALL;Edineţ;22170;48.17;27.32
RUS;ALL;Mendeleyevsk;22165;55.89;52.32
TGO;ALL;Tchamba;22164;9.02;1.41
FIN;ALL;Iisalmi;22161;63.57;27.18
RUS;ALL;Losino-Petrovskiy;22159;55.87;38.2
IND;ALL;Māchhīwāra;22158;30.92;76.2
CUB;ALL;Niquero;22154;20.04;-77.58
IND;ALL;Gorantla;22152;13.99;77.77
USA;FL;Leisure City CDP;22152;25.494037;-80.436229
NPL;ALL;Malangwa;22148;26.86;85.55
USA;IL;South Holland village;22147;41.597472;-87.599097
IND;ALL;Dhāriwāl;22145;31.95;75.3
TUR;ALL;Çaycuma;22145;41.43;32.08
EGY;ALL;Fa'id;22143;30.32;32.31
DEU;ALL;Unterhaching;22142;48.08;11.6
FRA;ALL;Fécamp;22140;49.76;0.38
BRA;ALL;Carlos Barbosa;22135;-29.29;-51.51
FRA;ALL;Saint-Ouen-l'Aumône;22135;49.05;2.1
IND;ALL;Nyoria Husenpur;22135;28.74;79.89
ITA;ALL;Montichiari;22135;45.41;10.4
BRA;ALL;Jarinu;22133;-23.09;-46.72
MEX;MEX-JAL;Zapotiltic;22133;19.62;-103.43
GHA;ALL;Apam;22130;5.29;-0.73
SLE;ALL;Port Loko;22130;8.77;-12.8
BEL;ALL;Fleurus;22128;50.48;4.53
USA;OK;Del City city;22128;35.442711;-97.441149
USA;NC;Matthews town;22127;35.116851;-80.716409
GBR;ENG;Ossett;22125;53.67;-1.57
HND;ALL;El Paraíso;22124;13.86;-86.56
FRA;ALL;Villeneuve-la-Garenne;22123;48.93;2.3
IND;ALL;Bānsdīh;22123;25.88;84.22
KOR;ALL;Taesan;22123;36.94;126.42
USA;GA;Duluth city;22122;34.003100;-84.145498
PRK;ALL;Kowŏn;22121;39.42;127.25
TJK;ALL;Moskovskiy;22117;37.62;69.7
BRA;ALL;Vassouras;22116;-22.4;-43.67
SVK;ALL;Brezno;22116;48.81;19.64
RUS;ALL;Stroitel;22115;50.79;36.48
FRA;ALL;Gardanne;22113;43.45;5.45
MDG;ALL;Antsohihy;22113;-14.88;47.99
IND;ALL;Shendurjana;22112;21.11;77.9
RUS;ALL;Kraskovo;22109;55.65;37.98
IND;ALL;Lātehār;22106;23.75;84.5
USA;MI;Ferndale city;22105;42.461136;-83.129074
ESP;ALL;Armilla;22104;37.15;-3.62
FRA;ALL;Sainte-Foy-lès-Lyon;22103;45.74;4.79
IND;ALL;Jujarsaha;22102;22.6;88.13
MEX;MEX-MICH;Huetamo;22102;18.58;-100.88
IND;ALL;Amangal;22100;16.85;78.53
MEX;MEX-CHIH;Meoqui;22095;28.27;-105.48
MYS;ALL;Ayer Tawar;22095;4.22;100.74
IND;ALL;Bhopalgarh;22090;26.66;73.49
NLD;ALL;Nieuwerkerk aan den IJssel;22087;51.97;4.62
ESP;ALL;Santa Perpètua de Mogoda;22086;41.54;2.18
EGY;ALL;Qifţ;22085;26;32.82
MYS;ALL;Wakaf Baru;22085;6.12;102.2
NLD;ALL;Veere;22085;51.55;3.66
NGA;ALL;Madagali;22083;10.89;13.63
FRA;ALL;Manosque;22078;43.84;5.77
ISR;ALL;Tire;22078;32.25;34.96
ATG;ALL;Saint John's;22077;17.11;-61.85
KAZ;ALL;Dzhusaly;22077;45.5;64.09
NLD;ALL;Lisse;22076;52.26;4.56
USA;MI;Monroe city;22076;41.918061;-83.393484
USA;IL;Villa Park village;22075;41.888650;-87.977884
ITA;ALL;Argenta;22074;44.63;11.82
PAK;ALL;Jhudo;22074;24.95;69.31
USA;KS;Prairie Village city;22072;38.989655;-94.636162
USA;SC;Greenwood city;22071;34.189756;-82.154816
MDG;ALL;Fenoarivo Atsinanana;22070;-17.38;49.41
IRN;ALL;Kherāmeh;22067;29.5;53.32
PAK;ALL;Amangarh;22067;34;71.92
GBR;ENG;Rottingdean;22065;50.81;-0.04
IND;ALL;Mau;22064;26.28;78.68
COL;ALL;La Plata;22062;2.39;-75.89
IND;ALL;Mhaswad;22062;17.64;74.77
GTM;ALL;Alotenango;22061;14.48;-90.81
AFG;ALL;Andẖvoy;22060;36.93;65.1
FRA;ALL;Verdun;22058;49.17;5.39
PER;ALL;Ayaviri;22057;-14.88;-70.6
ZAF;ALL;Needscamp;22057;-33.15;27.65
CAF;ALL;Damara;22054;4.96;18.7
HUN;ALL;Karcag;22054;47.32;20.92
PHL;ALL;Goa;22052;13.7;123.49
RUS;ALL;Lgov;22052;51.69;35.28
USA;CA;Brawley city;22052;32.977034;-115.536275
KOR;ALL;Haenam;22050;34.57;126.6
RUS;ALL;Shimanovsk;22045;52;127.7
ITA;ALL;Mondovì;22044;44.4;7.83
USA;MD;Elkridge CDP;22042;39.202057;-76.750157
DEU;ALL;Senden;22041;48.32;10.06
THA;ALL;Phanat Nikhom;22040;13.45;101.18
USA;UT;South Salt Lake city;22038;40.707895;-111.889068
IND;ALL;Dhulagari;22037;22.59;88.17
ITA;ALL;Castiglione delle Stiviere;22036;45.39;10.48
USA;WA;Mercer Island city;22036;47.569271;-122.232337
BRA;ALL;Jacutinga;22035;-22.29;-46.61
IND;ALL;Lehra Gaga;22032;29.92;75.82
ISR;ALL;Ma'alot-Tarshiẖa;22032;33.03;35.31
GTM;ALL;San Andrés Itzapa;22030;14.62;-90.85
DEU;ALL;Metzingen;22028;48.54;9.29
ESP;ALL;Nerja;22027;36.75;-3.88
DEU;ALL;Neustrelitz;22026;53.37;13.06
RUS;ALL;Dankov;22025;53.25;39.15
RUS;ALL;Pikalyovo;22024;59.52;34.17
CMR;ALL;Fundong;22023;6.25;10.27
THA;ALL;Se Na;22021;14.32;100.4
USA;AR;Paragould city;22017;36.057075;-90.502938
USA;OH;Mason city;22016;39.358009;-84.311822
DEU;ALL;Coswig;22015;51.14;13.56
IND;ALL;Badami Bagh;22015;34.07;74.85
KEN;ALL;Makueni;22015;-1.8;37.61
RUS;ALL;Bogotol;22012;56.21;89.52
RUS;ALL;Lodeynoye Pole;22011;60.73;33.56
USA;TX;Seguin city;22011;29.574329;-97.965332
IND;ALL;Khairāgarh;22009;26.95;77.82
PRK;ALL;Huchang;22009;41.38;127.06
TUR;ALL;Mimarsinan;22004;38.73;35.6
TZA;ALL;Dareda;22002;-4.22;35.55
ITA;ALL;Floridia;21999;37.1;15.16
USA;OH;Troy city;21999;40.041621;-84.208627
IND;ALL;Manimala;21995;9.48;76.75
IRN;ALL;Gatvand;21995;32.25;48.81
NGA;ALL;Umutu;21995;5.92;6.23
BRA;ALL;Oeiras;21994;-7.01;-42.13
IND;ALL;Begūn;21994;24.98;75
IND;ALL;Akaltara;21993;22.02;82.43
PHL;ALL;Manay;21993;7.22;126.54
COL;ALL;Sibaté;21990;4.49;-74.26
USA;NY;Medford CDP;21985;40.817733;-72.986125
BTN;ALL;Phuentsholing;21984;26.87;89.39
NLD;ALL;Borsele;21984;51.43;3.73
USA;KY;Ashland city;21981;38.464017;-82.641571
GTM;ALL;Cabricán;21975;15.13;-91.62
BIH;ALL;Kasindo;21973;43.8;18.39
ESP;ALL;Sant Feliu de Guíxols;21965;41.79;3.02
IND;ALL;Pallikonda;21962;12.92;78.93
USA;MS;Pearl city;21961;32.271979;-90.105266
USA;KY;Radcliff city;21961;37.829918;-85.945541
BEL;ALL;Zedelgem;21960;51.15;3.13
DEU;ALL;Soltau;21959;52.99;9.83
GBR;ENG;Amersham;21958;51.68;-0.62
KAZ;ALL;Ushtobe;21957;45.26;77.97
NLD;ALL;Elburg;21953;52.45;5.83
TUR;ALL;İdil;21953;37.34;41.9
PAN;ALL;Alcalde Díaz;21951;9.12;-79.55
IND;ALL;Bodwad;21947;20.9;76.02
BIH;ALL;Derventa;21946;44.98;17.91
SAU;ALL;al-Qayşūmah;21944;28.31;46.13
USA;OH;Oxford city;21943;39.507452;-84.746552
USA;UT;American Fork city;21941;40.384200;-111.791963
PRK;ALL;Musan;21940;42.23;129.22
GHA;ALL;Salaga;21939;8.54;-0.52
ITA;ALL;Giulianova;21939;42.76;13.95
USA;FL;West Pensacola CDP;21939;30.427547;-87.260720
BRA;ALL;Gandu;21936;-13.75;-39.49
ARM;ALL;Goris;21935;39.51;46.33
TZA;ALL;Ilula;21934;-7.68;36.03
DEU;ALL;Büren;21932;51.56;8.56
ESP;ALL;Onda;21931;39.96;-0.27
IND;ALL;Mon;21931;26.75;95.1
RUS;ALL;Nyandoma;21931;61.67;40.2
IND;ALL;Dattāpur;21927;20.77;78.17
IND;ALL;Deogarh;21926;21.53;84.73
IND;ALL;Tharangambadi;21926;11.03;79.85
USA;NY;Copiague CDP;21922;40.674700;-73.393235
DOM;ALL;San José de Ocoa;21917;18.55;-70.5
JOR;ALL;Aydūn;21917;32.51;35.86
DEU;ALL;Schramberg;21914;48.24;8.38
BRA;ALL;Ouro Fino;21913;-28.98;-52.82
BGD;ALL;Morrelganj;21910;22.47;89.85
PHL;ALL;Pangil;21910;14.4;121.47
POL;ALL;Łaziska Górne;21910;50.17;18.78
USA;IL;O'Fallon city;21910;38.591549;-89.912000
USA;TX;Watauga city;21908;32.871416;-97.249122
USA;AR;Benton city;21906;34.570773;-92.577025
USA;FL;Holiday CDP;21904;28.183890;-82.742886
RUS;ALL;Bryukhovetskaya;21898;45.8;39
USA;CA;San Lorenzo CDP;21898;37.675181;-122.133752
MEX;MEX-SLP;Tamazunchale;21896;21.27;-98.78
SAU;ALL;al-Qunfuđah;21891;19.13;41.08
IND;ALL;Ghātanji;21889;20.13;78.32
PAK;ALL;Dāūd Khel;21886;32.88;71.56
IND;ALL;Maski;21883;15.97;76.67
RUS;ALL;Svetlyy;21883;54.68;20.13
CMR;ALL;Nkoteng;21882;4.51;12.03
ITA;ALL;Palo del Colle;21882;41.06;16.7
UKR;ALL;Trostyanets';21882;50.47;34.95
BRA;ALL;Prata;21881;-19.3;-48.93
HRV;ALL;Đakovo;21880;45.31;18.41
AUS;ALL;Cairns Northern Beaches;21878;-16.84;145.7
RUS;ALL;Ryazhsk;21878;53.71;40.07
ESP;ALL;Alfafar;21876;39.42;-0.39
COL;ALL;Chinú;21875;9.11;-75.4
IND;ALL;Vairag;21875;18.05;75.8
BRA;ALL;Guaporé;21872;-28.85;-51.89
SLV;ALL;La Libertad;21871;13.48;-89.33
USA;MS;Starkville city;21869;33.462471;-88.819990
POL;ALL;Rydułtowy;21868;50.07;18.43
BFA;ALL;Yako;21867;12.96;-2.27
TJK;ALL;Chkalovsk;21866;40.24;69.73
RUS;ALL;Sergach;21864;55.53;45.47
IND;ALL;Channagiri;21863;14.03;75.93
UKR;ALL;Kreminna;21862;49.05;38.22
IND;ALL;Maniyar;21861;25.98;84.17
IND;ALL;Adra;21861;23.5;86.67
USA;NY;Selden CDP;21861;40.870914;-73.047020
USA;PA;Pottstown borough;21859;40.249690;-75.640262
ITA;ALL;Tremestieri Etneo;21854;37.58;15.07
TGO;ALL;Sotouboua;21848;8.56;0.98
FRA;ALL;Denain;21846;50.33;3.39
USA;CA;Port Hueneme city;21845;34.160250;-119.194509
IND;ALL;Basopatti;21844;26.58;86.02
USA;MI;Walker city;21842;43.000891;-85.740036
AUT;ALL;Kapfenberg;21839;47.45;15.29
JAM;ALL;Linstead;21838;18.15;-77.02
BEN;ALL;Allada;21833;6.65;2.15
FRA;ALL;Roissy-en-Brie;21833;48.8;2.65
USA;FL;Boca Del Mar CDP;21832;26.344957;-80.146590
DEU;ALL;Forst;21829;51.74;14.63
PAK;ALL;Kot Diji;21826;27.34;68.69
PHL;ALL;Don Carlos;21826;7.68;125.01
BRA;ALL;Castelo;21824;-20.61;-41.21
EGY;ALL;Naqādah;21824;25.9;32.72
USA;WI;Mequon city;21823;43.224243;-87.960094
PHL;ALL;Irosin;21821;12.7;124.04
ETH;ALL;Nedjo;21820;9.5;35.5
IND;ALL;Ākivīdu;21820;16.6;81.38
RUS;ALL;Chishmy, Shishma;21820;54.58;55.38
IND;ALL;Pokaran;21817;26.92;71.92
SAU;ALL;al-Qūz;21816;18.97;41.31
ESP;ALL;A Estrada;21815;42.7;-8.5
IND;ALL;Fatehnagar;21815;24.82;74.1
PAK;ALL;Hazro;21815;33.91;72.49
USA;SC;St. Andrews CDP;21814;34.043551;-81.097854
GBR;ENG;Maldon;21810;51.72;0.68
USA;NJ;South Plainfield borough;21810;40.580703;-74.414015
GBR;NIR;Antrim;21807;54.72;-6.23
TZA;ALL;Nsunga;21807;-1.14;31.39
ESP;ALL;Tomares;21806;37.39;-6.04
FRA;ALL;Lunéville;21806;48.6;6.49
GBR;SCT;Musselburgh;21804;55.95;-3.06
MEX;MEX-NAY;Ixtlán del Río;21804;21.03;-104.37
BRA;ALL;Arapoti;21803;-24.15;-49.83
USA;OH;Solon city;21802;41.389871;-81.442330
RUS;ALL;Roshal;21796;55.67;39.88
USA;OH;Chillicothe city;21796;39.336525;-82.983822
SWE;ALL;Vänersborg;21795;58.37;12.33
MEX;MEX-CHIS;Berriozabal;21794;16.8;-93.27
ITA;ALL;Follonica;21793;42.93;10.75
IND;ALL;Kangazha;21792;9.52;76.7
SYR;ALL;Muh̨radah;21790;35.25;36.58
BRA;ALL;Almeirim;21779;-1.53;-52.58
USA;FL;Yeehaw Junction CDP;21778;28.330820;-81.351657
BRA;ALL;Livramento;21777;-13.65;-41.85
USA;CA;Valinda CDP;21776;34.037760;-117.928939
ESP;ALL;Arrasate;21771;43.08;-2.49
DEU;ALL;Karben;21769;50.24;8.74
ESP;ALL;Pilar de la Horadada;21768;37.87;-0.79
PNG;ALL;Kimbe;21768;-5.55;150.14
IND;ALL;Sārenga;21767;22.52;88.22
MEX;MEX-YUC;Motul;21766;21.1;-89.28
BOL;ALL;Cotoca;21764;-17.82;-63.05
UKR;ALL;Merefa;21764;49.82;36.05
BFA;ALL;Niangoloko;21761;10.28;-4.92
IND;ALL;Dera Bassi;21761;30.59;76.84
NGA;ALL;Ugba;21761;7.51;9.35
FRA;ALL;Les Lilas;21757;48.89;2.4
USA;AL;Smiths CDP;21756;32.539259;-85.098703
USA;FL;West and East Lealman CDP;21753;27.820103;-82.686670
ESP;ALL;Laguna de Duero;21752;41.59;-4.72
ETH;ALL;Gebre Guracha;21748;9.8;38.41
CZE;ALL;Jirkov;21747;50.5;13.44
USA;NJ;Hillside CDP;21747;40.695552;-74.228561
IND;ALL;Ondal;21746;23.57;87.24
MYS;ALL;Bagan Serai;21745;5.01;100.53
IND;ALL;Suriyawan;21744;25.47;82.42
IRN;ALL;Lāmerd;21743;27.33;53.18
MEX;MEX-GRO;Teloloapan;21743;18.35;-99.85
MEX;MEX-EMEX;Capulhuac;21742;19.19;-99.47
BRA;ALL;Machadinho d'Oeste;21738;-9.57;-62.16
USA;MD;Fairland CDP;21738;39.079458;-76.947701
IRQ;ALL;Aqrah;21734;36.73;43.87
MTQ;ALL;Schoelcher;21734;14.63;-61.12
NGA;ALL;Ilutitun;21733;6.53;4.64
BEL;ALL;Koksijde;21731;51.1;2.65
DEU;ALL;Quedlinburg;21731;51.79;11.15
FRA;ALL;Ploemeur;21731;47.73;-3.43
USA;MO;Belton city;21730;38.818232;-94.529838
DEU;ALL;Borna;21725;51.13;12.49
IND;ALL;Chatrapur;21723;19.35;84.98
BRA;ALL;Colorado;21720;-22.83;-51.98
IND;ALL;Sonāri;21716;27.07;95.03
AUS;ALL;Devonport;21714;-41.2;146.33
IND;ALL;Kantābānji;21714;20.48;82.92
POL;ALL;Środa Wielkopolska;21713;52.22;17.27
IND;ALL;Alībāg;21712;18.64;72.88
NGA;ALL;Ijebu Jesa;21712;7.68;4.81
DEU;ALL;Neusäß;21710;49.62;9.35
FRA;ALL;La Celle-Saint-Cloud;21710;48.85;2.15
GIN;ALL;Forécariah;21710;9.43;-13.1
NZL;ALL;Taupo;21710;-38.69;176.08
POL;ALL;Lubań;21710;51.12;15.28
ITA;ALL;Grottaferrata;21709;41.8;12.66
BRA;ALL;Pedra Azul;21707;-15.99;-41.28
IND;ALL;Rāya;21706;27.57;77.78
POL;ALL;Świebodzin;21706;52.26;15.53
DEU;ALL;Xanten;21704;51.67;6.45
IRN;ALL;Ābdānān;21700;32.94;47.47
POL;ALL;Hajnówka;21700;52.73;23.58
FIN;ALL;Hamina;21699;60.57;27.21
THA;ALL;Mae Sai;21699;20.43;99.88
UGA;ALL;Mubende;21699;0.59;31.37
USA;FL;Wright CDP;21697;30.446373;-86.635420
IND;ALL;Deoraniān;21696;28.63;79.48
PHL;ALL;Santa Rita;21693;15;120.62
EGY;ALL;Şidfa;21687;26.97;31.38
ESP;ALL;Loja;21684;37.17;-4.15
RUS;ALL;Toguchin;21678;55.24;84.39
IND;ALL;Bhānvad;21677;21.93;69.78
FRA;ALL;Saint-Lô;21676;49.13;-1.11
USA;GA;Kennesaw city;21675;34.025183;-84.615875
USA;OH;Norwood city;21675;39.160060;-84.455074
USA;IL;Bloomingdale village;21675;41.949540;-88.082564
BRA;ALL;Frederico Westphalen;21672;-27.35;-53.41
USA;NC;Asheboro city;21672;35.715211;-79.813001
USA;NY;Garden City village;21672;40.726885;-73.649720
BRA;ALL;Igarapé;21668;-20.07;-44.3
MEX;MEX-TLAX;Papalotla;21667;19.17;-98.2
ITA;ALL;Sondrio;21663;46.18;9.86
MYS;ALL;Mersing;21660;2.43;103.83
DEU;ALL;Gelnhausen;21659;50.2;9.18
IND;ALL;Clement Town;21659;30.27;78.07
USA;OH;Parma Heights city;21659;41.386051;-81.763459
BWA;ALL;Ramotswa;21658;-24.83;25.84
DEU;ALL;Wülfrath;21657;51.29;7.05
USA;VA;Herndon town;21655;38.971478;-77.388675
SOM;ALL;Marka;21650;1.72;44.77
COL;ALL;Ciénaga de Oro;21647;8.88;-75.62
BRA;ALL;Quedas do Iguaçu;21646;-25.44;-52.86
CUB;ALL;Abreus;21646;22.28;-80.57
IND;ALL;Patas;21645;18.43;74.47
KOR;ALL;Chinchŏn;21645;36.86;127.42
IRN;ALL;Kīsh;21643;26.56;54.02
BRA;ALL;Barra;21641;-11.09;-43.15
DEU;ALL;Vaterstetten;21641;48.11;11.77
PRT;ALL;Belas;21641;38.77;-9.26
MEX;MEX-GRO;Zumpango;21640;17.65;-99.5
PRK;ALL;Hoeyang;21640;38.7;127.6
IND;ALL;Jhālū;21638;29.35;78.25
FRA;ALL;Croix;21633;50.67;3.14
BRA;ALL;Ivoti;21632;-29.6;-51.17
IRQ;ALL;Tall Banāt;21627;36.26;42.02
ITA;ALL;Paese;21627;45.68;12.15
PHL;ALL;Malabanban;21627;13.93;121.47
LBR;ALL;Gbarnga;21626;7.01;-9.49
MEX;MEX-GRO;Tixtla;21626;17.58;-99.43
BRA;ALL;Pedra Branca;21624;-5.45;-39.72
BRA;ALL;Andirá;21624;-23.04;-50.23
IND;ALL;Pināhat;21624;26.88;78.38
USA;PR;Guayama zona urbana;21624;17.980460;-66.111414
BEL;ALL;Zemst;21623;50.98;4.47
FRA;ALL;Montmorency;21623;48.98;2.31
MNG;ALL;Arvajhèèr;21623;46.27;102.77
USA;IN;La Porte city;21621;41.609057;-86.717567
CHL;ALL;Santa Cruz;21620;-34.63;-71.37
IDN;ALL;Kuala Simpang;21619;4.28;98.07
ITA;ALL;Capaccio;21618;40.43;15.08
NLD;ALL;Laarbeek;21617;51.5;5.64
PLW;ALL;Bayt Jālā;21617;31.72;35.19
ISR;ALL;Nesher;21616;32.75;35.06
UKR;ALL;Krasnohrad;21615;49.37;35.45
IND;ALL;Pāli;21613;23.35;81.05
NCL;ALL;Dumbéa;21613;-22.17;166.44
THA;ALL;Ban Na San;21613;8.8;99.37
GTM;ALL;Poptún;21603;16.33;-89.42
RUS;ALL;Novaya Usman;21602;51.64;39.42
ITA;ALL;Peschiera Borromeo;21600;45.43;9.33
DEU;ALL;Crimmitschau;21599;50.82;12.38
USA;WI;Watertown city;21598;43.193066;-88.723774
POL;ALL;Andrychów;21596;49.86;19.34
TUR;ALL;Emirdağ;21594;39.03;31.15
ETH;ALL;Āsosa;21591;10.07;34.53
URY;ALL;Trinidad;21590;-33.54;-56.9
IND;ALL;Nārāyangarh;21589;30.48;77.13
USA;WA;Spanaway CDP;21588;47.097887;-122.424016
USA;FL;South Bradenton CDP;21587;27.458785;-82.578693
GHA;ALL;Bibiani;21586;6.46;-2.33
DEU;ALL;Stadtallendorf;21585;50.84;9.01
ECU;ALL;San Lorenzo;21585;1.27;-78.86
DEU;ALL;Meinerzhagen;21583;51.12;7.65
ETH;ALL;Bonga;21583;7.28;36.24
GBR;ENG;Buxton;21577;53.26;-1.92
USA;MI;Adrian city;21574;41.896526;-84.037827
FIN;ALL;Rovaniemen maalaiskunta;21572;66.75;26
GBR;ENG;Swanley-Hextable;21572;51.4;-0.17
IND;ALL;Dugda;21572;23.75;86.17
IND;ALL;Andhra Tharhi;21571;26.38;86.33
POL;ALL;Mrągowo;21568;53.88;21.3
BRA;ALL;Poconé;21564;-16.26;-56.63
FRA;ALL;Bressuire;21564;46.85;-0.5
MEX;MEX-JAL;El Grullo;21562;19.77;-104.2
ITA;ALL;Recanati;21560;43.41;13.54
DEU;ALL;Eppingen;21557;49.14;8.91
YEM;ALL;Zinjibār;21557;13.13;45.38
COL;ALL;Aracataca;21553;10.6;-74.19
BRA;ALL;Esperantina;21552;-3.9;-42.24
BRA;ALL;Ruy Barbosa;21552;-12.26;-40.45
DZA;ALL;H̨ammām Awlād 'Alī;21551;36.5;7.45
BRA;ALL;São João da Barra;21550;-21.64;-41.05
BDI;ALL;Bururi;21549;-3.95;29.61
ITA;ALL;Orbassano;21546;45.02;7.53
DEU;ALL;Marsberg;21540;51.46;8.86
BEL;ALL;Grâce-Hollogne;21539;50.68;5.2
BRA;ALL;Canguçu;21539;-31.4;-52.68
BWA;ALL;Moshupa;21539;-24.77;25.41
ITA;ALL;Rosolini;21539;36.82;14.95
ESP;ALL;Silla;21538;39.37;-0.42
NGA;ALL;Okrika;21538;4.74;7.08
ESP;ALL;Coín;21536;36.73;-4.87
IND;ALL;Jahāzpur;21535;25.62;75.28
IND;ALL;Guruvāyūr;21534;10.6;76.05
USA;CA;Bay Point CDP;21534;38.027719;-121.956089
CUB;ALL;Bartolomé Masó;21533;20.17;-76.94
MEX;MEX-GRO;Petatlán;21532;17.52;-101.27
MEX;MEX-VER;Allende;21531;18.15;-94.4
USA;AR;El Dorado city;21530;33.213521;-92.662553
IRQ;ALL;Jalūlā';21528;34.27;45.16
RUS;ALL;Otradnoye;21528;59.78;30.82
MEX;MEX-OAX;Matías Romero;21526;16.88;-95.03
USA;FL;Royal Palm Beach village;21523;26.705851;-80.226554
CUB;ALL;Quivicán;21521;22.82;-82.36
SYR;ALL;Dayr 'Atiyah;21519;34.1;36.77
USA;TX;Southlake city;21519;32.946678;-97.145230
AUS;ALL;Shoalhaven;21518;-34.88;150.59
LTU;ALL;Kretinga;21518;55.89;21.23
NER;ALL;Dakoro;21518;14.51;6.77
USA;MD;Cumberland city;21518;39.647687;-78.762869
DEU;ALL;Groß-Umstadt;21517;49.88;8.93
ITA;ALL;Gaeta;21513;41.22;13.56
IND;ALL;Hukeri;21512;16.23;74.6
USA;AR;Sherwood city;21511;34.830890;-92.211514
USA;IN;Munster town;21511;41.551457;-87.501431
ROU;ALL;Târgu-Neamţ;21507;47.21;26.36
UKR;ALL;Nadvirna;21507;48.63;24.58
ITA;ALL;Vigonza;21506;45.45;11.98
USA;IL;McHenry city;21501;42.339221;-88.281632
IND;ALL;Nāwa;21500;27.02;75
USA;VA;Fairfax city;21498;38.852612;-77.304377
RUS;ALL;Sheksna;21497;59.22;38.5
RUS;ALL;Bakal;21497;54.94;58.8
BIH;ALL;Bugojno;21496;44.06;17.45
GBR;ENG;Clay Cross-North Wingfield;21492;53.15;-1.42
HUN;ALL;Keszthely;21492;46.77;17.24
USA;IL;Edwardsville city;21491;38.803986;-89.958195
CUB;ALL;Madruga;21488;22.92;-81.86
FRA;ALL;Lagny-sur-Marne;21488;48.88;2.7
ITA;ALL;Poggiomarino;21488;40.81;14.53
USA;CA;Duarte city;21486;34.140416;-117.961678
IND;ALL;Sivagiri;21484;9.33;77.43
ZAF;ALL;Ezibeleni;21478;-31.87;26.98
POL;ALL;Gryfino;21477;53.23;14.48
NLD;ALL;Zwartewaterland;21475;52.63;6.05
ITA;ALL;Isernia;21471;41.59;14.31
KWT;ALL;Umayriyah;21471;29.29;47.91
PAK;ALL;Dunga Bunga;21470;29.75;73.25
GBR;ENG;Stamford;21466;52.66;-0.49
BRA;ALL;Abaeté;21465;-19.16;-45.46
BRA;ALL;Amambaí;21464;-23.11;-55.23
IND;ALL;Chitarpur;21464;23.57;85.65
KHM;ALL;Kâmpôt;21464;10.61;104.18
FRA;ALL;Dammarie-les-Lys;21458;48.51;2.64
AUS;ALL;Maryborough;21456;-25.54;152.72
USA;MD;Greenbelt city;21456;39.000460;-76.888325
UGA;ALL;Lukaya;21455;-0.13;31.88
PRT;ALL;Entroncamento;21452;39.45;-8.48
FRA;ALL;Saint-Genis-Laval;21449;45.69;4.8
